"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Sam Deduno, L (4-4)","6","10","5","5","2","3","2","3.90","28","94","55","32","3","20","13","10","7","0","33","","","-0.338","1.31","-2.1"
"Caleb Thielbar","0.1","1","1","1","0","1","1","0.45","2","9","5","3","1","1","0","1","1","0","","1","1","-0.061","1.04","-0.9"
"Jared Burton","0.2","0","0","0","0","0","0","3.99","2","7","5","2","2","1","1","1","0","0","","0","0","0.006","0.12","0.2"
"Ryan Pressly","1","1","1","1","1","1","0","2.59","5","15","9","5","1","3","1","2","1","0","","0","0","-0.012","0.15","-0.5"
