"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"John Danks","7","5","3","3","4","6","0","3.86","29","115","76","47","12","17","8","11","4","0","57","","","-0.074","1.03","0.4"
"Scott Downs, L (0-1)","0.2","1","1","1","1","1","0","10.80","3","14","7","3","1","3","0","1","0","0","","0","0","0.025","1.64","0.2"
"Maikel Cleto","0.1","1","0","0","0","0","0","0.00","2","5","3","2","0","1","1","1","0","0","","1","1","-0.262","1.52","-0.7"
