"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Chris Sale","6","11","2","2","1","3","1","2.27","29","107","75","49","7","19","12","12","6","0","44","","","0.095","1.19","0.9"
"Javy Guerra, H (1)","1","1","0","0","0","2","0","2.19","4","21","16","7","4","5","0","2","2","0","","0","0","0.079","1.37","0.5"
"Zach Putnam, H (9)","1","1","1","1","0","1","1","2.22","4","15","11","6","2","3","2","1","0","0","","0","0","-0.002","1.16","-0.5"
"Ronald Belisario, BS (4), L (3-4)","0.1","2","3","3","0","1","1","5.50","4","18","12","4","4","4","0","2","1","0","","0","0","-0.807","5.53","-2.8"
