"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Philip Humber, L (9-9)","6","8","7","7","2","4","2","3.86","28","100","67","39","8","20","13","9","3","0","30","","","-0.359","0.65","-3.2"
"Addison Reed","1","3","2","2","0","2","1","3.68","6","20","13","7","2","4","0","4","2","0","","2","2","-0.032","0.15","-2.6"
"Josh Kinney","1","1","2","2","2","1","0","6.62","6","21","9","3","3","3","2","0","0","0","","0","0","-0.001","0.01","-1.5"
