"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Gavin Floyd, L (4-3)","4.1","9","5","5","2","4","0","4.22","24","96","59","33","2","24","8","10","6","0","27","","","-0.198","0.92","-3.1"
"Tony Pena","2.2","1","1","0","3","1","0","6.92","12","45","23","13","1","9","1","7","0","0","","1","0","0.002","0.24","0.5"
"Chris Sale","1","0","0","0","2","1","0","6.08","5","24","15","10","2","3","0","2","1","0","","0","0","0.003","0.05","0.5"
