"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Joel Carreno, L (0-2)","3","5","5","5","2","3","3","6.60","15","67","41","20","10","11","1","9","3","0","30","","","-0.358","0.58","-3.5"
"Aaron Laffey","3","3","1","1","1","1","0","3.00","12","43","25","18","3","4","4","6","2","0","","0","0","-0.001","0.18","0.5"
"Luis Perez","1","3","2","2","0","1","1","3.28","6","23","16","9","4","3","2","3","1","0","","0","0","-0.040","0.14","-1.5"
"Jason Frasor","1","1","0","0","0","2","0","4.10","4","27","20","13","2","5","1","1","0","0","","0","0","0.001","0.03","0.5"
