"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Brett Cecil","6","5","1","1","3","2","0","2.45","24","98","61","38","4","19","6","13","4","0","57","","","0.044","1.32","1.3"
"Jason Frasor","1","0","0","0","0","2","0","3.95","3","13","9","5","2","2","1","0","0","0","","1","0","0.196","2.45","1.1"
"Darren Oliver, W (2-2)","1","0","0","0","0","1","0","1.42","3","13","9","4","1","4","1","1","0","0","","0","0","0.105","1.40","0.5"
"Casey Janssen","1","0","0","0","0","2","0","2.60","3","8","7","2","3","2","1","0","0","0","","0","0","0.003","0.04","0.5"
