"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"John Danks, L (0-1)","6","6","3","3","0","6","1","4.50","25","78","53","29","10","14","9","10","2","0","54","","","-0.099","0.86","0.2"
"Addison Reed","1","0","0","0","0","1","0","0.00","3","9","6","3","1","2","0","2","1","0","","0","0","0.047","0.60","0.5"
"Matt Thornton","1","0","0","0","0","0","0","0.00","4","13","10","9","0","1","1","3","0","0","","0","0","0.034","0.68","0.5"
