"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Friday, Apr 6","boxscore","NYY","@","TBR","L-wo","6","7","","0-1","4","1.0","Rodney","Rivera","","3:44","D","34,078","-"
"2","2","Saturday, Apr 7","boxscore","NYY","@","TBR","L","6","8","","0-2","4","2.0","Price","Kuroda","Rodney","3:20","N","34,078","--"
"3","3","Sunday, Apr 8","boxscore","NYY","@","TBR","L","0","3","","0-3","4","3.0","Hellickson","Hughes","Rodney","3:01","D","30,413","---"
"4","4","Monday, Apr 9","boxscore","NYY","@","BAL","W","6","2","","1-3","4","2.5","Nova","Matusz","","3:06","N","25,478","+"
"5","5","Tuesday, Apr 10","boxscore","NYY","@","BAL","W","5","4","12","2-3","4","1.5","Rapada","Strop","Rivera","4:38","N","24,659","++"
"6","6","Wednesday, Apr 11","boxscore","NYY","@","BAL","W","6","4","10","3-3","3","1.5","Soriano","Gregg","Rivera","3:42","N","22,919","+++"
"7","7","Friday, Apr 13","boxscore","NYY","","LAA","W","5","0","","4-3","1","Tied","Kuroda","Santana","","2:33","D","49,386","++++"
"8","8","Saturday, Apr 14","boxscore","NYY","","LAA","L","1","7","","4-4","2","1.0","Wilson","Hughes","","3:07","D","46,829","-"
"9","9","Sunday, Apr 15","boxscore","NYY","","LAA","W","11","5","","5-4","1","Tied","Nova","Williams","","3:32","N","41,055","+"
"10","10","Monday, Apr 16","boxscore","NYY","","MIN","L","3","7","","5-5","3","1.0","Pavano","Garcia","","3:04","N","40,218","-"
"11","11","Tuesday, Apr 17","boxscore","NYY","","MIN","W","8","3","","6-5","3","1.0","Sabathia","Liriano","","2:59","N","40,194","+"
"12","12","Wednesday, Apr 18","boxscore","NYY","","MIN","L","5","6","","6-6","3","1.0","Marquis","Kuroda","Capps","3:27","N","36,831","-"
"13","13","Thursday, Apr 19","boxscore","NYY","","MIN","W","7","6","","7-6","2","1.0","Hughes","Swarzak","Rivera","3:13","N","40,327","+"
"14","14","Friday, Apr 20","boxscore","NYY","@","BOS","W","6","2","","8-6","1","Tied","Nova","Buchholz","","3:18","D","36,770","++"
"15","15","Saturday, Apr 21","boxscore","NYY","@","BOS","W","15","9","","9-6","1","up 0.5","Soriano","Aceves","","3:52","D","37,839","+++"
"16","16","Monday, Apr 23","boxscore","NYY","@","TEX","W","7","4","","10-6","1","Tied","Sabathia","Holland","Rivera","2:49","N","48,234","++++"
