"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Brock Holt  1B","5","1","2","0","0","1","5",".318",".358",".445",".804","18","11","-0.004","0.80","0.050","-0.054","0.4","10","0",""
"Xander Bogaerts  3B","5","1","2","0","0","2","5",".299",".387",".452",".840","15","11","-0.015","0.87","0.061","-0.075","0.2","0","1","SB"
"Dustin Pedroia  2B","4","2","3","2","0","1","5",".278",".349",".392",".741","16","12","0.041","0.86","0.110","-0.069","1.0","4","4","HR,SF"
"David Ortiz  DH","5","0","1","2","0","1","5",".260",".366",".484",".850","21","12","-0.039","0.99","0.060","-0.099","0.6","","","2B"
"Grady Sizemore  RF","5","0","1","0","0","0","5",".222",".291",".333",".624","21","15","-0.093","0.95","0.023","-0.116","-1.1","2","0",""
"Daniel Nava  LF","4","0","3","0","0","1","5",".163",".258",".256",".514","16","11","0.101","0.98","0.116","-0.015","1.1","2","0","SB,HBP"
"Stephen Drew  SS","5","0","1","1","0","1","5",".091",".231",".091",".322","20","11","-0.074","1.38","0.081","-0.155","-0.6","1","3","GDP"
"David Ross  C","3","1","1","0","0","1","3",".169",".224",".310",".534","11","10","-0.073","1.14","0.013","-0.085","-0.5","1","1","2B"
"A.J. Pierzynski  PH-C","1","0","0","0","0","0","1",".275",".307",".399",".706","6","5","-0.014","0.58","0.000","-0.014","-0.3","1","0",""
"Jackie Bradley  CF","3","1","1","1","1","2","4",".202",".286",".295",".581","24","14","0.051","0.51","0.073","-0.022","0.9","3","0",""
"","","","","","","","","","","","","","","","","","","","","",""
"Jon Lester  P","","","","","","","","","","","","","","","","","","","0","1",""
"Craig Breslow  P","","","","","","","","","","","","","","","","","","","0","0",""
"Junichi Tazawa  P","","","","","","","","","","","","","","","","","","","0","0",""
"Andrew Miller  P","","","","","","","","","","","","","","","","","","","0","0",""
"Edward Mujica  P","","","","","","","","","","","","","","","","","","","0","0",""
