"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Brock Holt  2B-RF","4","2","1","0","1","1","5",".295",".343",".407",".750","18","11","0.041","1.07","0.123","-0.082","0.0","2","2","2B"
"Daniel Nava  RF","3","1","2","1","0","0","3",".253",".330",".318",".647","12","8","0.076","1.26","0.126","-0.050","1.0","1","0",""
"Dustin Pedroia  PH-2B","1","0","0","0","0","0","1",".281",".345",".377",".722","7","6","-0.016","0.66","0.000","-0.016","-0.1","0","2",""
"Yoenis Cespedes  LF","3","1","1","1","0","0","3",".257",".302",".466",".768","10","6","0.107","1.30","0.141","-0.034","0.4","3","0",""
"Will Middlebrooks  PH-3B","1","0","0","0","0","1","1",".178",".265",".287",".553","4","3","-0.011","0.45","0.000","-0.011","-0.1","0","0",""
"Mike Napoli  1B","4","1","1","3","0","0","4",".265",".383",".452",".835","11","7","0.292","1.03","0.332","-0.040","2.0","11","0","HR"
"Kelly Johnson  3B-LF","4","0","1","0","0","1","4",".215",".298",".364",".662","12","9","-0.058","0.59","0.009","-0.067","-0.7","1","1","GDP"
"Xander Bogaerts  SS","4","0","1","0","0","2","4",".233",".297",".350",".646","19","12","-0.021","0.64","0.026","-0.048","-0.1","1","1",""
"Jackie Bradley  CF","3","0","1","0","0","1","4",".212",".284",".290",".573","11","6","0.039","0.83","0.076","-0.037","0.8","4","0","SB,HBP"
"Dan Butler  C","4","0","0","0","0","2","4",".000",".125",".000",".125","19","11","-0.061","0.84","0.000","-0.061","-0.8","4","1",""
"Anthony Ranaudo  P","3","0","0","0","0","2","3",".000",".000",".000",".000","12","7","-0.093","1.06","0.000","-0.093","-1.0","0","1",""
"Burke Badenhop  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Junichi Tazawa  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Corey Brown  PH","1","0","0","0","0","1","1",".000",".000",".000",".000","3","3","-0.023","0.83","0.000","-0.023","-0.3","","",""
"Edward Mujica  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","1",""
