main_category_en,additives_n,ingredients_from_palm_oil_n,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,sodium_100g
Plant-based foods and beverages,0.0,0.0,1075.0,20.0,2.1,12.0,4.0,4.3,5.7,0.472440944882
Spreads,0.0,0.0,1425.0,32.0,2.8,9.2,6.9,2.1,4.0,0.669291338583
Spreads,0.0,0.0,481.0,6.0,0.6,8.4,6.4,5.0,4.5,0.472440944882
Groceries,0.0,0.0,405.0,6.5,0.4,1.0,1.0,5.2,6.2,1.53543307087
Spreads,0.0,0.0,599.0,6.8,0.7,15.0,11.0,2.6,4.2,0.629921259843
Spreads,0.0,0.0,834.0,15.0,2.8,7.6,3.3,5.7,6.1,0.590551181102
Groceries,0.0,0.0,425.0,7.0,0.4,1.0,0.9,5.5,6.2,1.53543307087
Spreads,0.0,0.0,1430.0,33.0,2.7,7.5,4.2,1.5,4.1,0.472440944882
Spreads,1.0,0.0,1034.0,23.0,1.9,6.2,3.4,2.9,3.2,0.472440944882
Beverages,0.0,0.0,81.0,0.1,0.1,1.49,0.47,0.09,0.23,0.00393700787402
Sugary snacks,0.0,0.0,2254.0,33.6,7.1,44.0,34.0,6.5,10.0,0.0157480314961
de:Barre-fruitee,0.0,0.0,1530.0,13.0,1.2,52.4,40.3,7.6,7.9,0.011811023622
fr:Barre-fruitee,0.0,0.0,1759.0,18.6,1.6,47.5,41.4,9.2,9.3,0.00393700787402
Sugary snacks,0.0,0.0,2366.0,39.1,21.6,46.3,45.0,2.3,6.7,0.0787401574803
Sugary snacks,1.0,0.0,2330.0,37.2,30.4,46.6,40.9,7.4,6.1,0.11811023622
Fruit juices,0.0,0.0,197.0,0.1,0.02,10.8,10.3,0.5,0.1,0.00196850393701
Fruit juices,0.0,0.0,200.0,0.1,0.02,10.5,10.0,0.2,0.1,0.002
Fruit juices,0.0,0.0,281.0,0.0,0.0,15.8,15.8,0.1,0.2,0.00275590551181
Sugary snacks,5.0,1.0,1571.0,19.7,9.6,43.2,25.7,4.5,4.2,0.38
Plant-based foods and beverages,1.0,0.0,1948.0,17.0,7.1,72.7,1.8,3.8,3.1,0.838582677165
de:Soy-products,0.0,0.0,1677.0,21.0,3.0,3.0,3.0,19.0,41.0,0.1
Fruit juices,0.0,0.0,199.0,0.1,0.02,11.0,10.5,0.2,0.1,0.00393700787402
Fruit juices,0.0,0.0,199.0,0.1,0.02,11.0,10.5,0.2,0.1,0.00393700787402
Fruit juices and nectars,0.0,0.0,264.0,0.06,0.01,14.2,14.2,0.1,0.4,0.00393700787402
Fruit juices,0.0,0.0,287.0,0.01,0.002,16.0,16.0,0.1,0.2,0.00314960629921
Fruit juices,0.0,0.0,186.0,0.2,0.04,9.0,9.0,0.2,0.7,0.00393700787402
Fruit juices,0.0,0.0,69.0,0.05,0.01,2.9,2.9,0.8,0.8,0.0984251968504
Fruit juices and nectars,0.0,0.0,238.0,0.1,0.01,13.6,12.7,0.2,0.2,0.00393700787402
Beverages,1.0,0.0,195.0,0.1,0.03,10.5,10.5,1.5,0.2,0.001
Fruit juices,0.0,0.0,219.0,0.1,0.1,11.8,11.8,0.3,0.2,0.003
Fruit juices and nectars,0.0,0.0,199.0,0.1,0.01,10.5,10.5,0.1,0.1,0.00393700787402
Fruit juices,0.0,0.0,180.0,0.1,0.02,10.0,10.0,0.2,0.1,0.002
Dairies,3.0,0.0,479.0,3.8,2.4,15.2,15.2,0.5,4.0,0.08
Dairies,1.0,0.0,651.0,5.8,3.4,20.8,17.5,0.2,4.2,0.04
Sugary snacks,1.0,0.0,2255.0,32.5,16.0,54.5,53.0,1.9,7.4,0.16
Sugary snacks,1.0,0.0,2285.0,33.6,16.0,52.5,51.0,1.9,7.5,0.149606299213
Sugary snacks,0.0,0.0,2530.0,44.5,25.0,45.5,45.0,1.8,5.3,0.110236220472
Sugary snacks,1.0,0.0,2365.0,36.0,20.0,54.5,52.5,0.9,5.0,0.188976377953
Sugary snacks,1.0,0.0,2259.0,29.5,18.0,63.0,63.0,0.1,4.8,0.0708661417323
de:Apfelschorle,1.0,0.0,120.0,0.1,0.1,6.9,6.9,0.1,0.1,0.071
Beverages,1.0,0.0,749.0,18.0,16.0,2.5,2.0,0.5,1.5,0.0393700787402
Dairies,2.0,0.0,259.0,0.5,0.3,11.0,11.0,0.5,2.9,0.0393700787402
Fresh foods,2.0,0.0,838.0,10.7,1.3,19.6,3.3,2.5,5.2,0.511811023622
fr:Poche-aux-epinards-et-au-fromage,0.0,0.0,912.0,12.2,2.8,20.4,1.1,2.0,5.8,0.551181102362
Plant-based foods and beverages,0.0,0.0,1233.0,17.4,2.6,24.8,2.5,3.9,8.0,0.590551181102
Meals,0.0,0.0,1215.0,18.4,3.0,22.8,1.4,3.5,7.0,0.591
Plant-based foods and beverages,0.0,0.0,1047.0,13.6,1.8,23.7,1.4,3.6,6.6,0.590551181102
Plant-based foods and beverages,0.0,0.0,431.0,2.0,0.4,15.0,10.3,4.9,3.7,0.001
Dairies,1.0,0.0,1106.0,23.0,16.0,0.0,0.0,0.0,15.0,1.1811023622
Salty snacks,1.0,1.0,1830.0,18.8,5.7,47.5,4.5,11.9,13.7,0.590551181102
Dairies,0.0,0.0,276.0,3.5,2.3,4.1,4.1,0.5,4.5,0.0511811023622
Dairies,0.0,0.0,421.0,2.9,1.9,14.7,14.1,0.2,3.6,0.0511811023622
Desserts,0.0,0.0,493.0,2.9,1.9,19.1,10.0,0.2,3.5,0.0984251968504
fr:Barres-energisantes,6.0,0.0,1649.0,15.0,7.0,45.4,27.5,8.0,19.5,0.0
Dietary supplements,5.0,0.0,1571.0,20.5,11.0,23.8,9.0,25.0,16.5,0.0669291338583
Dried products,1.0,0.0,1449.0,7.5,6.4,53.5,20.2,11.6,10.0,3.22834645669
Sugary snacks,5.0,0.0,1682.0,0.0,0.0,97.0,84.0,0.0,0.0,0.0
Breakfasts,1.0,0.0,1476.0,20.7,12.5,8.7,0.5,28.2,19.8,0.07
Frozen foods,0.0,0.0,340.0,5.0,1.5,6.6,5.0,2.2,1.5,0.338582677165
Frozen foods,0.0,0.0,398.0,2.1,0.2,12.1,2.3,1.3,6.1,0.366141732283
Meals,0.0,0.0,568.0,6.2,3.5,15.0,1.6,1.3,4.3,0.326771653543
Meals,0.0,0.0,434.0,2.7,0.9,13.1,1.0,0.9,6.1,0.389763779528
de:Eierspatzle,0.0,0.0,1559.0,3.7,0.9,67.0,3.3,3.5,15.0,0.011811023622
Plant-based foods and beverages,0.0,0.0,1581.0,6.5,0.9,67.8,26.2,5.1,7.5,0.244094488189
Sugary snacks,0.0,0.0,1920.0,31.0,18.0,47.0,11.0,8.5,8.9,0.118
Plant-based foods and beverages,0.0,0.0,1904.0,20.9,5.5,41.1,1.8,12.4,19.6,0.787401574803
Plant-based foods and beverages,0.0,0.0,1752.0,13.7,3.9,51.2,4.4,10.5,17.1,0.866141732283
Plant-based foods and beverages,0.0,0.0,1946.0,20.7,3.0,51.4,2.9,8.3,14.1,0.709
Sugary snacks,3.0,0.0,1948.0,18.9,10.8,68.0,62.7,1.0,5.0,0.0590551181102
Sugary snacks,0.0,0.0,2184.0,27.2,15.9,61.9,49.3,1.3,6.9,0.0787401574803
Plant-based foods and beverages,0.0,0.0,1860.0,19.0,5.3,19.3,6.0,9.9,44.1,0.393700787402
Dietary supplements,4.0,0.0,1573.0,3.4,1.8,3.2,3.0,2.3,82.1,1.1
Dietary supplements,4.0,0.0,1459.0,8.5,4.9,24.8,3.6,6.9,46.2,0.152362204724
Dietary supplements,3.0,0.0,1442.0,9.1,5.3,2.4,1.4,6.9,45.5,0.172440944882
Dietary supplements,1.0,0.0,1522.0,11.4,7.7,22.5,1.0,7.5,46.4,0.196850393701
Snacks,4.0,0.0,1542.0,15.0,6.4,12.2,2.8,29.9,35.0,0.354330708661
de:Kartoffelsuppe,8.0,0.0,409.0,7.0,3.9,5.9,1.3,0.5,1.9,0.472
Fruit juices,0.0,0.0,286.0,0.01,0.002,16.0,16.0,0.1,0.2,0.003
Beverages,0.0,0.0,236.0,2.9,0.3,6.4,4.3,0.3,0.9,0.0590551181102
Crêpes and galettes,0.0,0.0,1554.2,6.71,1.32,69.68,16.86,8.87,6.27,0.01629
Sugary snacks,0.0,0.0,1368.0,8.3,0.7,57.9,52.4,10.4,3.8,0.00393700787402
Salty snacks,0.0,0.0,2166.0,31.5,9.8,41.0,29.8,11.0,17.6,1.69291338583
Sugary snacks,0.0,0.0,1219.0,3.3,2.0,59.4,57.6,11.2,4.0,0.0393700787402
Groceries,2.0,0.0,20.0,0.3,0.2,0.1,0.1,0.0,0.4,0.433070866142
Groceries,0.0,0.0,1831.0,45.0,27.0,7.3,1.8,0.5,1.6,0.385826771654
Meals,0.0,0.0,400.0,2.5,1.5,15.0,0.8,0.7,3.0,0.287401574803
Meals,0.0,0.0,500.0,2.5,1.5,18.0,2.5,1.5,5.0,0.433070866142
Groceries,0.0,0.0,467.0,7.6,4.8,9.2,1.8,0.5,1.3,0.472440944882
Plant-based foods and beverages,0.0,0.0,1528.0,1.8,0.4,73.1,2.7,3.5,11.2,0.0393700787402
de:Fruchtnektare,1.0,0.0,105.0,0.1,0.1,5.8,5.2,0.1,0.2,0.013
Dietary supplements,4.0,0.0,282.0,0.1,0.06,8.0,8.0,0.14,8.0,0.064
Dietary supplements,3.0,0.0,282.0,0.26,0.24,8.0,8.0,0.48,8.0,0.064
Dietary supplements,4.0,0.0,1350.0,8.9,4.7,21.0,3.5,12.0,40.0,0.31
Fruit juices,0.0,0.0,183.0,0.5,0.1,9.9,9.4,1.0,1.0,0.00196850393701
Fruit juices,0.0,0.0,171.0,0.5,0.1,9.2,8.8,1.0,1.0,0.00472440944882
de:Fruchtmark,0.0,0.0,269.0,0.2,0.0,14.4,10.8,1.7,0.3,0.0
de:Fruchtmark,0.0,0.0,267.0,0.2,0.0,15.6,12.0,2.2,0.5,0.0
de:Fruchtmark,0.0,0.0,202.0,0.1,0.0,10.5,9.0,1.5,0.2,0.0
de:Fruchtmark,0.0,0.0,265.0,0.2,0.0,13.8,10.4,2.4,0.3,0.0
Meals,5.0,0.0,646.0,2.5,0.3,28.0,12.0,1.6,3.5,0.885826771654
Meals,5.0,0.0,636.0,3.1,0.5,26.0,0.08,1.2,5.0,0.748031496063
Meals,5.0,0.0,616.0,3.3,0.6,25.0,8.4,1.0,3.2,0.700787401575
Meals,11.0,0.0,569.0,2.2,0.3,23.0,8.8,2.3,4.3,0.807086614173
Meals,6.0,0.0,574.0,2.0,0.3,25.0,7.8,0.7,4.5,0.76
Plant-based foods and beverages,0.0,0.0,1487.0,0.5,0.1,86.0,0.0,1.0,0.5,0.00393700787402
Sweeteners,1.0,0.0,1570.0,1.0,1.0,90.0,82.0,0.0,0.0,0.1
Sugary snacks,1.0,0.0,2244.0,30.0,19.0,58.0,54.0,2.8,7.4,0.147637795276
Sugary snacks,1.0,0.0,2244.0,30.0,19.0,58.0,54.0,2.8,7.4,0.147637795276
Sugary snacks,2.0,0.0,2228.0,29.0,16.8,59.0,57.1,4.6,6.8,0.068
Sugary snacks,1.0,0.0,2244.0,30.0,19.0,58.0,54.0,2.8,7.4,0.147637795276
Sugary snacks,1.0,0.0,2247.0,30.0,19.0,58.0,54.0,2.8,7.4,0.15
Spreads,4.0,0.0,805.0,14.2,2.0,8.1,4.5,1.0,7.9,0.661417322835
de:Instant-teegetrank,0.0,0.0,1649.0,1.0,1.0,94.5,93.7,1.0,1.0,0.1
Beverages,1.0,0.0,1631.0,2.3,1.1,85.3,83.8,4.7,3.4,0.259842519685
nl:Cacaopoeder,1.0,0.0,1481.0,20.7,12.5,8.8,0.5,27.9,19.8,0.0314960629921
Breakfasts,0.0,0.0,1481.0,20.7,12.5,8.8,0.5,27.9,19.8,0.472440944882
Sugary snacks,2.0,0.0,1625.0,0.1,0.1,94.0,65.0,0.1,0.1,0.0393700787402
Beverages,4.0,0.0,184.0,0.0,0.0,10.4,10.4,0.0,0.0,0.0669291338583
Groceries,3.0,0.0,650.0,0.0,0.0,36.6,23.8,1.1,1.1,0.43
Dairies,0.0,0.0,206.0,0.08,0.08,6.4,6.4,0.0,5.52,0.063
Beverages,2.0,0.0,177.0,0.0,0.0,10.4,10.4,0.0,0.0,0.01
Beverages,2.0,0.0,185.0,0.0,0.0,10.9,10.9,0.0,0.0,0.00394
Beverages,2.0,0.0,185.0,0.0,0.0,10.9,10.9,0.0,0.0,0.00394
Beverages,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00393700787402
Beverages,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00393700787402
Beverages,3.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
Beverages,2.0,0.0,182.0,0.0,0.0,10.7,10.7,0.1,0.0,0.00787401574803
Beverages,2.0,0.0,166.0,0.0,0.0,9.8,9.7,0.1,0.1,0.00787401574803
Beverages,2.0,0.0,209.0,0.1,0.1,12.3,12.2,0.0,0.1,0.00393700787402
Beverages,1.0,0.0,177.0,0.0,0.0,10.4,10.4,0.0,0.0,0.0157480314961
Beverages,1.0,0.0,2.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0236220472441
Beverages,2.0,0.0,6.0,0.0,0.0,0.3,0.3,0.1,0.1,0.00393700787402
Beverages,2.0,0.0,2.0,0.0,0.0,0.1,0.0,0.1,0.1,0.011811023622
Beverages,3.0,0.0,185.0,0.0,0.0,10.9,10.9,0.0,0.0,0.01
Beverages,7.0,0.0,212.0,0.1,0.1,12.5,12.4,0.0,0.1,0.01
Salty snacks,0.0,0.0,2309.0,34.0,3.4,54.0,0.3,4.0,6.4,0.511811023622
Plant-based foods and beverages,0.0,0.0,1650.0,1.2,0.3,87.0,15.2,1.6,6.7,0.0196850393701
Baby foods,1.0,0.0,209.0,0.1,0.0,11.0,9.3,1.9,0.2,0.02
Baby foods,0.0,0.0,277.0,0.2,0.0,14.9,10.8,1.0,0.5,0.0196850393701
Baby foods,0.0,0.0,256.0,0.2,0.0,13.7,9.5,1.1,0.4,0.0196850393701
Baby foods,0.0,0.0,302.0,3.0,0.5,8.2,1.6,1.4,2.4,0.0196850393701
Baby foods,9.0,1.0,292.0,3.5,3.4,7.9,7.8,0.4,1.5,0.0196850393701
Baby foods,0.0,0.0,1652.0,2.0,0.2,81.7,0.7,3.0,9.7,0.196850393701
Baby foods,0.0,0.0,1880.0,12.7,5.3,74.7,22.6,2.2,7.2,0.0196850393701
Baby foods,1.0,0.0,1776.0,8.5,0.9,79.0,18.8,2.0,6.0,0.18
Baby foods,1.0,0.0,1880.0,14.7,6.7,67.1,12.1,4.5,9.4,0.29
Baby foods,1.0,0.0,272.0,0.2,0.0,14.7,11.0,1.0,0.4,0.02
Baby foods,0.0,0.0,168.0,1.3,0.1,4.7,2.2,2.4,1.2,0.02
Baby foods,0.0,0.0,283.0,2.8,0.8,7.3,0.9,0.8,2.9,0.11
Baby foods,0.0,0.0,297.0,2.8,0.7,7.1,2.0,2.5,3.1,0.06
Baby foods,1.0,0.0,301.0,2.4,1.0,9.2,1.3,1.2,2.7,0.0905511811024
Baby foods,5.0,0.0,289.0,3.5,1.2,8.1,6.9,0.1,1.4,0.0196850393701
Plant-based foods and beverages,1.0,0.0,197.0,0.1,0.0,10.3,9.9,1.9,0.2,0.02
Plant-based foods and beverages,1.0,0.0,285.0,0.1,0.0,15.0,12.0,1.4,0.9,0.02
Baby foods,1.0,0.0,320.0,3.0,0.3,9.2,3.5,1.7,2.3,0.0314960629921
Baby foods,0.0,0.0,309.0,0.2,0.0,16.0,11.9,1.2,1.2,0.02
Baby foods,4.0,0.0,288.0,3.5,1.2,7.8,6.5,0.3,1.5,0.0196850393701
Baby foods,0.0,0.0,1637.0,2.0,0.3,81.1,0.5,2.0,9.9,0.0196850393701
Baby foods,1.0,0.0,314.0,2.5,0.9,9.9,1.8,0.9,2.7,0.110236220472
Sugary snacks,0.0,0.0,1880.0,14.7,6.7,67.1,12.1,4.5,9.4,0.287401574803
Baby foods,0.0,0.0,278.0,3.0,0.2,6.8,2.0,1.5,2.3,0.11
Baby foods,7.0,1.0,337.0,2.4,0.3,12.0,5.3,1.1,2.1,0.03
Baby foods,1.0,0.0,311.0,2.9,1.2,9.1,2.0,1.2,2.3,0.02
Baby foods,0.0,0.0,482.0,3.4,2.2,17.3,14.3,0.9,3.2,0.0393700787402
Baby foods,1.0,0.0,365.0,2.1,1.4,14.3,8.3,0.2,2.5,0.0196850393701
Beverages,0.0,0.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.02
Plant-based foods and beverages,0.0,0.0,1550.0,3.6,0.8,70.1,4.2,9.5,10.8,0.0196850393701
Baby foods,2.0,0.0,352.0,2.8,0.6,10.4,1.1,1.7,3.4,0.19
Baby foods,2.0,0.0,363.0,2.2,1.4,14.0,11.2,0.6,2.3,0.03
Groceries,0.0,0.0,238.0,1.7,0.2,8.3,3.0,1.5,1.3,0.0196850393701
Meals,1.0,0.0,357.0,3.4,1.4,9.52,1.72,1.2,3.52,0.0992
fr:Cannellonni-aux-legumes,1.0,0.0,376.0,3.4,0.8,10.9,1.92,1.32,3.2,0.0913
Dairies,0.0,0.0,197.0,1.5,1.0,4.9,4.9,0.0,3.4,0.0511811023622
Dairies,0.0,0.0,267.0,3.5,2.3,4.8,4.8,0.0,3.3,0.0511811023622
Dairies,0.0,0.0,285.0,0.2,0.1,4.3,4.3,0.0,12.0,0.0393700787402
Dairies,0.0,0.0,596.0,10.0,6.6,4.3,4.3,0.0,9.0,0.0393700787402
Dairies,0.0,0.0,317.0,3.8,2.5,6.3,6.3,0.0,4.1,0.0511811023622
Dairies,3.0,0.0,455.0,3.2,2.1,16.3,15.8,0.2,3.5,0.0590551181102
Dairies,0.0,0.0,267.0,3.5,2.3,4.8,4.8,0.0,3.3,0.0511811023622
Salty snacks,0.0,0.0,1741.0,14.0,2.0,62.6,4.2,4.1,6.5,0.905511811024
Beverages,0.0,0.0,240.0,0.08,0.08,2.24,2.24,0.08,0.08,0.0315
de:Kakao-creme,0.0,0.0,2259.0,38.0,8.2,38.0,34.0,10.0,7.8,0.0196850393701
de:Ohne-konservierungsstoffe,0.0,0.0,962.0,4.9,0.8,35.0,2.3,6.9,7.7,0.512
Plant-based foods and beverages,0.0,0.0,962.0,4.9,0.8,35.0,2.3,6.9,7.7,0.41
Plant-based foods and beverages,0.0,0.0,947.0,1.3,0.3,43.0,4.0,4.0,8.0,0.511811023622
Plant-based foods and beverages,0.0,0.0,1025.0,9.4,0.9,12.0,3.5,7.1,24.5,0.433070866142
Plant-based foods and beverages,0.0,0.0,947.0,1.3,0.3,43.0,4.0,4.0,8.0,0.511811023622
Beverages,0.0,0.0,90.0,0.1,0.1,4.4,1.84,0.15,0.55,0.000787401574803
Frozen foods,0.0,0.0,454.0,3.0,1.6,12.6,4.0,1.9,6.7,0.342519685039
Plant-based foods and beverages,0.0,0.0,211.0,0.1,0.1,9.4,7.7,2.1,1.3,0.511811023622
Groceries,0.0,0.0,759.0,16.0,1.1,8.0,6.0,0.1,1.4,0.590551181102
Plant-based foods and beverages,0.0,0.0,288.0,0.1,0.1,14.0,11.0,2.1,1.3,0.393700787402
Groceries,0.0,0.0,464.0,0.2,0.1,24.0,18.0,1.3,1.4,1.25984251969
Sugary snacks,1.0,0.0,1890.0,24.3,2.8,51.8,20.5,12.0,6.5,0.6
Sugary snacks,0.0,0.0,2530.0,44.5,25.0,45.5,45.0,1.8,5.3,0.110236220472
Fruit juices,0.0,0.0,219.0,0.1,0.02,11.7,11.7,0.2,0.4,0.00787401574803
Fruit juices,0.0,0.0,186.0,0.0,0.0,10.0,9.7,0.0,0.0,0.0
Fruit juices,1.0,0.0,192.0,0.0,0.0,11.0,9.8,0.0,0.0,0.0
Fruit juices,0.0,0.0,238.0,0.1,0.0,13.5,13.5,0.0,0.3,0.0
Plant-based foods and beverages,0.0,0.0,2081.0,27.6,8.7,53.8,50.7,3.9,6.7,0.0196850393701
Plant-based foods and beverages,0.0,0.0,1525.0,3.9,1.0,68.8,1.5,3.8,10.6,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1497.0,1.1,0.2,72.0,2.6,3.5,12.0,0.0
Plant-based foods and beverages,0.0,0.0,1515.0,6.6,1.1,54.6,1.3,11.8,14.6,0.011811023622
Plant-based foods and beverages,0.0,0.0,1221.0,4.3,1.4,50.9,2.1,8.0,7.8,0.354330708661
Plant-based foods and beverages,0.0,0.0,1302.0,6.0,2.6,51.8,2.2,4.9,9.4,0.354330708661
Plant-based foods and beverages,0.0,0.0,1479.0,1.1,0.2,72.0,1.1,4.3,10.6,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1456.0,1.8,0.3,67.2,1.4,5.2,12.1,0.00393700787402
de:Kartoffelpuree,0.0,0.0,308.0,1.6,0.6,11.4,2.5,1.3,2.6,0.196850393701
Plant-based foods and beverages,0.0,0.0,2483.0,50.4,7.6,10.2,0.0,11.2,20.9,0.0433070866142
Plant-based foods and beverages,0.0,0.0,1456.0,1.8,0.3,67.2,1.4,5.2,12.1,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1545.0,9.0,1.1,55.9,10.8,10.6,10.4,0.0196850393701
Plant-based foods and beverages,0.0,0.0,1582.0,2.1,0.3,76.9,25.7,6.8,8.4,0.011811023622
Plant-based foods and beverages,0.0,0.0,1564.0,2.5,0.4,70.0,11.0,0.0,13.0,0.748031496063
Plant-based foods and beverages,0.0,0.0,1495.0,4.3,0.8,65.0,17.0,7.6,10.0,0.0196850393701
Plant-based foods and beverages,1.0,0.0,1678.0,8.8,2.5,62.0,1.5,6.3,14.6,0.0196850393701
Plant-based foods and beverages,0.0,0.0,1840.0,14.7,6.8,63.7,24.8,8.4,8.6,0.11811023622
Groceries,1.0,0.0,2126.0,28.3,2.6,52.8,0.8,2.9,9.3,0.984251968504
Plant-based foods and beverages,0.0,0.0,2497.0,49.0,10.0,12.0,6.2,6.5,29.0,0.00393700787402
Plant-based foods and beverages,0.0,0.0,2668.0,53.5,10.8,9.2,3.5,10.0,26.6,0.393700787402
Sweeteners,0.0,0.0,1656.0,0.0,0.0,97.4,96.7,0.0,0.0,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1657.0,20.6,2.6,3.1,3.1,18.5,40.8,0.00393700787402
Breakfasts,0.0,0.0,1284.0,0.0,0.0,75.1,75.1,0.0,0.4,0.1
Plant-based foods and beverages,0.0,0.0,1262.0,0.6,0.1,68.0,67.1,5.2,2.5,0.0196850393701
Plant-based foods and beverages,0.0,0.0,2127.0,29.2,26.3,57.2,17.9,3.7,1.8,0.00787401574803
Salty snacks,0.0,0.0,1938.0,26.0,3.1,44.1,39.1,5.7,10.2,0.244094488189
Plant-based foods and beverages,0.0,0.0,2801.0,60.0,9.6,20.7,0.2,1.0,13.0,0.00393700787402
Plant-based foods and beverages,0.0,0.0,3367.0,91.0,18.0,0.0,0.0,0.0,0.0,0.0
Plant-based foods and beverages,0.0,0.0,3404.0,92.0,10.0,0.0,0.0,0.0,0.0,0.0
Plant-based foods and beverages,0.0,0.0,108.0,0.2,0.0,4.0,4.0,0.9,1.5,0.0393700787402
Groceries,0.0,0.0,298.0,3.9,0.6,7.1,6.6,1.1,1.4,0.551181102362
de:Passierte-tomaten,0.0,0.0,95.0,0.2,0.0,3.4,3.4,1.0,1.3,0.157480314961
Groceries,0.0,0.0,1750.0,37.1,6.8,14.3,6.7,3.2,6.4,0.645669291339
Groceries,0.0,0.0,394.0,3.0,0.5,9.9,2.7,2.2,5.7,0.275590551181
de:Fruchtmark,0.0,0.0,221.0,0.3,0.1,11.0,10.5,1.7,0.5,0.00393700787402
de:Fruchmark,0.0,0.0,247.0,0.4,0.1,12.4,11.9,1.8,0.4,0.00393700787402
de:Fruchtmark,0.0,0.0,278.0,0.3,0.1,14.3,13.1,1.9,0.5,0.00393700787402
de:Fruchtmark,0.0,0.0,231.0,0.4,0.1,11.6,11.1,1.7,0.3,0.00393700787402
Pickles,1.0,0.0,130.0,0.2,0.03,5.6,5.5,0.9,1.2,0.629921259843
de:Fruchtmark,0.0,0.0,250.0,0.4,0.1,12.4,11.2,2.2,0.4,0.00393700787402
de:Fruchtmark,0.0,0.0,229.0,0.4,0.1,11.1,10.6,2.2,0.5,0.00393700787402
de:Fruchtaufstrich,0.0,0.0,822.0,1.9,0.1,43.0,43.0,0.9,0.8,0.01
de:Schokocreme,0.0,0.0,2245.0,37.0,8.1,37.9,33.7,10.0,7.6,0.0196850393701
Plant-based foods and beverages,0.0,0.0,807.0,0.2,0.1,45.8,45.8,1.5,0.5,0.00787401574803
Plant-based foods and beverages,0.0,0.0,811.0,0.3,0.1,46.0,46.0,1.2,0.5,0.00787401574803
de:Fruchtaufstrich,0.0,0.0,914.0,0.2,0.1,50.6,50.6,2.8,1.4,0.0196850393701
de:Fruchtaufstrich,0.0,0.0,651.0,0.2,0.1,34.7,34.7,4.8,0.9,0.0157480314961
Sugary snacks,1.0,0.0,1998.0,18.8,14.0,64.9,19.2,9.4,7.3,0.0393700787402
Plant-based foods and beverages,0.0,0.0,2050.0,23.4,14.0,60.7,27.9,6.1,6.1,0.0551181102362
Salty snacks,0.0,0.0,1910.0,21.4,3.3,43.6,0.7,10.3,17.3,1.02362204724
Salty snacks,0.0,0.0,2009.0,21.5,2.2,62.8,1.5,4.0,6.7,0.314960629921
Salty snacks,1.0,0.0,1723.0,9.5,4.3,65.8,1.2,4.6,12.7,1.85039370079
Salty snacks,0.0,0.0,2009.0,21.5,2.2,62.8,1.5,4.0,6.7,0.511811023622
Plant-based foods and beverages,0.0,0.0,933.0,0.4,0.17,47.6,31.6,8.3,2.5,0.0
Sugary snacks,1.0,0.0,1870.0,19.1,5.0,55.9,23.5,4.9,10.2,0.0629921259843
Sugary snacks,0.0,0.0,2383.0,43.4,27.2,33.6,28.2,10.9,7.0,0.00787401574803
Sugary snacks,1.0,0.0,2296.0,36.5,22.9,45.6,45.3,3.6,8.3,0.11811023622
Plant-based foods and beverages,0.0,0.0,1743.0,9.2,1.6,68.2,1.5,4.2,12.3,0.629921259843
Sugary snacks,0.0,0.0,2163.0,32.9,18.5,46.2,22.6,3.0,8.0,0.255905511811
Plant-based foods and beverages,0.0,0.0,2487.0,45.7,17.4,32.2,32.0,6.7,11.5,0.0511811023622
Sugary snacks,0.0,0.0,2184.0,35.7,14.0,38.7,35.7,6.9,9.3,0.00393700787402
Plant-based foods and beverages,0.0,0.0,794.0,1.1,0.2,35.7,3.9,9.0,4.4,0.433070866142
Plant-based foods and beverages,0.0,0.0,2250.0,37.0,17.0,40.0,37.0,8.3,7.9,0.0314960629921
Salty snacks,0.0,0.0,2045.0,29.0,2.6,48.0,2.4,7.4,5.7,0.629921259843
Sugary snacks,1.0,0.0,1818.0,20.3,12.1,55.0,29.9,3.9,5.9,0.0433070866142
Salty snacks,0.0,0.0,1885.0,18.7,7.2,56.9,6.7,4.2,11.3,0.826771653543
de:Malzkaffee,0.0,0.0,1442.0,0.2,0.1,71.7,30.8,14.6,5.8,0.0787401574803
Plant-based foods and beverages,0.0,0.0,1449.0,1.9,0.6,64.7,4.3,7.0,13.1,0.0
Fruit juices,0.0,0.0,292.0,0.1,0.1,16.4,16.4,0.1,0.3,0.00393700787402
Fruit juices,0.0,0.0,195.0,0.1,0.0,10.2,9.9,0.0,0.4,0.00393700787402
Fruit juices,0.0,0.0,126.0,0.1,0.0,3.0,3.0,0.1,0.4,0.0
Dairies,0.0,0.0,280.0,3.8,2.6,4.8,4.8,0.0,3.4,0.0472440944882
Dairies,0.0,0.0,992.0,24.0,17.0,3.4,3.4,0.0,2.7,0.0354330708661
