"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Michael Bourn  CF","4","0","1","0","0","0","4",".272",".318",".375",".693","24","14","-0.060","1.44","0.029","-0.089","-0.2","4","0","SB"
"Asdrubal Cabrera  SS","4","0","0","0","0","1","4",".245",".310",".396",".706","11","7","-0.128","1.22","0.000","-0.128","-0.9","1","4",""
"Michael Brantley  LF","3","0","0","0","0","0","3",".314",".382",".505",".887","13","9","-0.072","1.00","0.000","-0.072","-0.5","0","0",""
"Carlos Santana  1B","3","0","0","0","0","0","3",".205",".357",".390",".746","14","9","-0.066","0.92","0.000","-0.066","-0.5","12","0",""
"Jason Kipnis  2B","3","0","0","0","0","3","3",".245",".326",".358",".685","17","13","-0.045","0.62","0.000","-0.045","-0.3","1","1",""
"Lonnie Chisenhall  3B","3","0","0","0","0","1","3",".345",".399",".555",".954","18","11","-0.090","1.24","0.000","-0.090","-0.5","1","5",""
"Yan Gomes  C","3","0","0","0","0","1","3",".264",".307",".416",".723","11","8","-0.079","1.11","0.000","-0.079","-0.5","5","0",""
"David Murphy  RF","2","0","0","0","1","0","3",".242",".311",".367",".679","12","5","-0.010","0.74","0.028","-0.037","0.1","0","0",""
"Corey Kluber  P","1","0","0","0","0","0","2",".200",".200",".200",".400","6","3","-0.051","1.34","0.000","-0.051","-0.4","0","0","SH"
"Kyle Crockett  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Cody Allen  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Nick Swisher  PH","1","0","0","0","0","0","1",".192",".283",".316",".599","4","2","-0.066","2.74","0.000","-0.066","-0.2","","",""
