"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Mar 31","boxscore","SEA","@","LAA","W","10","3","","1-0","1","up 0.5","Hernandez","Weaver","","3:17","N","44,152","+"
"2","2","Tuesday, Apr 1","boxscore","SEA","@","LAA","W","8","3","","2-0","1","up 0.5","Ramirez","Wilson","","3:05","N","43,567","++"
"3","3","Wednesday, Apr 2","boxscore","SEA","@","LAA","W","8","2","","3-0","1","up 0.5","Paxton","Santiago","","2:39","N","38,007","+++"
"4","4","Thursday, Apr 3","boxscore","SEA","@","OAK","L-wo","2","3","12","3-1","1","up 0.5","Pomeranz","Noesi","","4:02","N","11,236","-"
"5","5","Saturday, Apr 5","boxscore","SEA","@","OAK","W","3","1","","4-1","1","up 2.0","Hernandez","Straily","Rodney","2:22","D","30,290","+"
"6","6","Sunday, Apr 6","boxscore","SEA","@","OAK","L","3","6","","4-2","1","up 1.0","Gray","Ramirez","Johnson","2:57","D","32,852","-"
"7","7","Tuesday, Apr 8","boxscore","SEA","","LAA","W","5","3","","5-2","1","up 1.0","Paxton","Santiago","Rodney","2:59","N","45,661","+"
"8","8","Wednesday, Apr 9","boxscore","SEA","","LAA","L","0","2","","5-3","1","Tied","Richards","Elias","Frieri","2:53","N","16,437","-"
"9","9","Friday, Apr 11","boxscore","SEA","","OAK","W","6","4","","6-3","1","up 0.5","Hernandez","Milone","Rodney","3:09","N","38,968","+"
"10","10","Saturday, Apr 12","boxscore","SEA","","OAK","L","1","3","","6-4","2","0.5","Gray","Ramirez","Gregerson","3:08","N","22,061","-"
"11","11","Sunday, Apr 13","boxscore","SEA","","OAK","L","0","3","","6-5","2","1.5","Otero","Furbush","Doolittle","2:44","D","22,628","--"
"12","12","Monday, Apr 14","boxscore","SEA","@","TEX","W","7","1","","7-5","2","1.5","Elias","Lewis","","3:01","N","23,081","+"
"13","13","Tuesday, Apr 15","boxscore","SEA","@","TEX","L","0","5","","7-6","2","2.5","Ross","Beavan","","2:22","N","26,628","-"
"14","14","Wednesday, Apr 16","boxscore","SEA","@","TEX","L-wo","2","3","","7-7","3","2.5","Figueroa","Rodney","","2:47","N","27,396","--"
"15","15","Thursday, Apr 17","boxscore","SEA","@","TEX","L","6","8","","7-8","3","3.0","Figueroa","Beimel","Soria","3:28","D","29,024","---"
"16","16","Friday, Apr 18","boxscore","SEA","@","MIA","L-wo","4","8","","7-9","4","4.0","Cishek","Medina","","3:09","N","21,388","----"
"17","17","Saturday, Apr 19","boxscore","SEA","@","MIA","L","0","7","","7-10","4","5.0","Alvarez","Elias","","2:20","N","24,003","-----"
"18","18","Sunday, Apr 20","boxscore","SEA","@","MIA","L","2","3","","7-11","4","6.0","Dunn","Wilhelmsen","Cishek","2:58","D","20,228","------"
"19","19","Monday, Apr 21","boxscore","SEA","","HOU","L","2","7","","7-12","4","6.0","Keuchel","Hernandez","","2:49","N","14,630","-------"
"20","20","Tuesday, Apr 22","boxscore","SEA","","HOU","L","2","5","","7-13","4","6.0","McHugh","Ramirez","Fields","3:02","N","10,466","--------"
"21","21","Wednesday, Apr 23","boxscore","SEA","","HOU","W-wo","5","3","","8-13","4","5.5","Rodney","Fields","","2:50","D","13,739","+"
"22","22","Friday, Apr 25","boxscore","SEA","","TEX","W","6","5","","9-13","4","5.5","Medina","Cotts","Rodney","2:55","N","31,145","++"
"23","23","Saturday, Apr 26","boxscore","SEA","","TEX","L","3","6","","9-14","4","5.5","Poreda","Furbush","Soria","3:13","N","30,038","-"
"24","24","Sunday, Apr 27","boxscore","SEA","","TEX","W","6","5","","10-14","4","4.5","Farquhar","Ogando","Rodney","3:10","D","26,300","+"
"25","25","Tuesday, Apr 29","boxscore","SEA","@","NYY","W","6","3","","11-14","4","5.0","Young","Sabathia","","3:33","N","37,484","++"
"26","26","Thursday, May 1","boxscore","SEA","@","NYY","W","4","2","","12-14","4","5.0","Elias","Kuroda","Rodney","2:47","N","43,121","+++"
"27","27","Friday, May 2","boxscore","SEA","@","HOU","L-wo","4","5","11","12-15","4","5.0","Bass","Furbush","","4:02","N","15,771","-"
"28","28","Saturday, May 3","boxscore","SEA","@","HOU","W","9","8","","13-15","4","4.0","Iwakuma","Keuchel","Rodney","3:24","D","15,798","+"
"29","29","Sunday, May 4","boxscore","SEA","@","HOU","W","8","7","","14-15","4","4.0","Maurer","McHugh","Farquhar","3:30","D","24,996","++"
"30","30","Monday, May 5","boxscore","SEA","@","OAK","W","4","2","","15-15","4","3.0","Young","Kazmir","Rodney","2:36","N","11,019","+++"
"31","31","Tuesday, May 6","boxscore","SEA","@","OAK","W","8","3","","16-15","2","2.0","Elias","Chavez","","3:19","N","12,106","++++"
"32","32","Wednesday, May 7 (1)","boxscore","SEA","@","OAK","W","6","4","10","17-15","2","2.0","Medina","Cook","Rodney","3:24","D","","+++++"
"33","33","Wednesday, May 7 (2)","boxscore","SEA","@","OAK","L","0","2","","17-16","2","2.0","Pomeranz","Ramirez","Johnson","2:21","D","17,337","-"
"34","34","Thursday, May 8","boxscore","SEA","","KCR","W","1","0","","18-16","2","1.5","Iwakuma","Duffy","Rodney","2:25","N","12,577","+"
"35","35","Friday, May 9","boxscore","SEA","","KCR","L","1","6","","18-17","3","2.5","Vargas","Maurer","","2:45","N","20,858","-"
"36","36","Saturday, May 10","boxscore","SEA","","KCR","W","3","1","","19-17","2","2.5","Young","Ventura","Rodney","2:18","N","29,359","+"
"37","37","Sunday, May 11","boxscore","SEA","","KCR","L","7","9","","19-18","3","3.5","Coleman","Farquhar","Holland","3:01","D","30,447","-"
"38","38","Monday, May 12","boxscore","SEA","","TBR","W","12","5","","20-18","2","3.5","Hernandez","Ramos","","3:10","N","12,392","+"
"39","39","Tuesday, May 13","boxscore","SEA","","TBR","L","1","2","","20-19","3","4.5","Price","Rodney","","2:48","N","13,446","-"
