"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jered Weaver, L (7-11)","4.2","6","3","3","1","3","1","4.74","20","78","49","30","7","12","4","11","4","0","42","","","-0.137","1.06","-0.9"
"Mike Morin","0.1","0","0","0","0","1","0","6.49","1","5","3","0","2","1","0","0","0","0","","1","0","0.009","0.31","0.2"
"Wesley Wright","0.2","1","0","0","0","0","0","1.93","2","5","3","2","0","1","1","1","1","0","","0","0","0.020","0.60","0.4"
"Cam Bedrosian","1.1","0","0","0","0","1","0","4.85","4","10","8","3","1","4","2","1","1","0","","0","0","0.026","0.26","0.6"
"Cesar Ramos","1","1","0","0","0","1","0","2.19","3","9","6","5","1","0","1","1","1","0","","0","0","0.012","0.22","0.5"
