"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jered Weaver, L (0-4)","5","10","5","5","1","2","2","6.29","25","87","56","32","9","15","11","11","5","0","28","","","-0.235","0.58","-2.8"
"Cesar Ramos","1","0","0","0","1","0","0","1.17","5","14","7","4","1","2","2","1","0","0","","0","0","0.004","0.10","0.5"
"Jose Alvarez","2","0","0","0","0","2","0","4.15","6","18","13","7","3","3","1","3","1","0","","0","0","0.003","0.02","0.9"
