"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Hector Santiago, W (3-2)","7","4","2","1","3","5","1","2.25","28","103","63","36","6","21","6","14","6","0","65","","","0.115","1.18","1.4"
"Joe Smith, H (12)","1","0","0","0","0","0","0","2.55","3","6","4","3","0","1","3","0","0","0","","0","0","0.138","1.84","0.5"
"Huston Street, S (13)","1","0","0","0","0","1","0","2.70","3","11","9","3","4","2","1","1","1","0","","0","0","0.194","2.58","0.5"
