"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Garrett Richards, L (0-1)","5","5","4","3","4","4","1","5.40","25","100","60","35","9","16","12","5","0","0","43","","","-0.247","1.16","-1.6"
"Jose Alvarez","1","0","0","0","1","2","0","8.44","4","22","12","7","2","3","1","0","0","0","","0","0","0.013","0.37","0.1"
"Vinnie Pestano","0.2","0","0","0","1","2","0","0.00","3","14","7","1","5","1","0","0","0","0","","1","0","0.018","0.58","0.4"
"Cesar Ramos","0.2","0","0","0","1","0","0","0.00","3","13","5","2","2","1","0","2","1","0","","2","0","0.019","0.56","0.4"
"Mike Morin","0.2","1","0","0","0","0","0","4.15","3","12","8","6","1","1","2","1","0","0","","1","0","0.030","0.73","0.5"
