"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Apr 1","boxscore","LAA","@","CIN","W","3","1","13","1-0","1","Tied","Lowe","Hoover","Frieri","4:45","D","43,168","+"
"2","2","Wednesday, Apr 3","boxscore","LAA","@","CIN","L-wo","4","5","","1-1","3","0.5","Chapman","Downs","","3:06","N","35,257","-"
"3","3","Thursday, Apr 4","boxscore","LAA","@","CIN","L","4","5","","1-2","4","1.0","Arroyo","Blanton","Chapman","2:51","D","23,795","--"
"4","4","Friday, Apr 5","boxscore","LAA","@","TEX","L","2","3","","1-3","4","2.0","Scheppers","Downs","Nathan","2:46","D","48,845","---"
"5","5","Saturday, Apr 6","boxscore","LAA","@","TEX","W","8","4","","2-3","4","1.5","Hanson","Harrison","","3:00","D","47,201","+"
"6","6","Sunday, Apr 7","boxscore","LAA","@","TEX","L","3","7","","2-4","4","2.5","Darvish","Weaver","","3:01","N","42,034","-"
"7","7","Tuesday, Apr 9","boxscore","LAA","","OAK","L","5","9","","2-5","4","3.5","Cook","Jepsen","","3:44","N","44,014","--"
"8","8","Wednesday, Apr 10","boxscore","LAA","","OAK","L","5","11","","2-6","5","4.5","Milone","Blanton","","3:47","N","36,011","---"
"9","9","Thursday, Apr 11","boxscore","LAA","","OAK","L","1","8","","2-7","5","5.5","Griffin","Vargas","","2:59","N","43,533","----"
"10","10","Friday, Apr 12","boxscore","LAA","","HOU","L","0","5","","2-8","5","6.5","Norris","Hanson","","3:23","N","37,674","-----"
"11","11","Saturday, Apr 13","boxscore","LAA","","HOU","W-wo","5","4","","3-8","5","5.5","Roth","Veras","","3:10","N","43,520","+"
"12","12","Sunday, Apr 14","boxscore","LAA","","HOU","W","4","1","","4-8","4","4.5","Wilson","Humber","Frieri","3:03","D","36,126","++"
"13","13","Monday, Apr 15","boxscore","LAA","@","MIN","L","2","8","","4-9","4","5.5","Correia","Blanton","","2:49","N","23,535","-"
