"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Derek Holland, W (3-3)","5","3","0","0","2","8","0","4.31","20","88","54","28","11","15","4","6","2","0","67","","","0.274","1.11","2.5"
"Matt Harrison","1","0","0","0","0","1","0","3.88","3","9","6","4","1","1","1","1","0","0","","0","0","0.038","0.49","0.5"
"Darren O'Day","1","2","1","1","0","0","1","1.95","4","7","6","4","1","1","2","2","1","0","","0","0","0.012","0.64","-0.5"
"Darren Oliver","1","0","0","0","0","0","0","2.62","3","8","6","3","0","3","0","3","1","0","","0","0","0.028","0.37","0.5"
"Neftali Feliz","1","0","0","0","1","1","0","3.20","4","15","8","4","1","3","1","1","0","0","","0","0","0.001","0.03","0.5"
