"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Ivan Nova, L (6-11)","5.2","8","5","5","3","4","1","5.07","28","105","65","42","6","17","13","7","6","0","34","","","-0.090","0.71","-0.4"
"Chasen Shreve","0.1","3","2","2","1","0","0","3.09","5","20","11","6","3","2","2","2","0","0","","2","2","-0.081","0.27","-3.6"
"Nick Goody","1","3","2","2","1","0","0","6.35","7","24","15","8","4","3","1","5","3","0","","0","0","-0.010","0.04","-1.5"
"Chris Martin","1","1","0","0","1","1","0","5.66","5","18","10","5","1","4","3","0","0","0","","0","0","0.000","0.00","0.5"
