"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Adam Warren, L (5-5)","5.2","5","3","2","1","4","0","3.59","24","89","53","32","11","10","7","11","3","0","52","","","-0.078","0.84","-0.6"
"Chris Capuano","2.1","2","1","1","2","2","0","5.19","10","38","21","14","5","2","2","3","1","0","","2","0","0.016","0.18","0.5"
