"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Carl Pavano","7","6","3","1","0","2","0","5.30","26","95","59","36","6","17","12","12","6","0","59","","","0.048","1.23","0.4"
"Glen Perkins","1.1","1","0","0","0","2","0","0.82","5","16","12","6","2","4","1","2","2","0","","0","0","0.162","2.18","0.7"
"Joe Nathan, W (1-1)","0.2","1","0","0","1","1","0","7.07","4","18","8","2","0","6","1","1","1","0","","0","0","0.079","3.40","0.3"
"Matt Capps, S (7)","1","0","0","0","0","0","0","3.54","3","14","10","8","0","2","0","3","2","0","","0","0","0.197","2.61","0.5"
