"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Luke Hochevar","2.2","3","4","4","4","1","0","5.65","15","71","43","25","4","14","5","4","2","0","33","","","-0.309","1.51","-2.7"
"Brad Thompson, L (0-2)","2","4","1","1","1","2","0","2.79","11","45","29","18","2","9","3","5","3","0","","1","0","-0.057","1.43","-0.2"
"Rob Tejeda","3.1","3","1","0","0","2","0","5.59","12","53","39","30","2","7","2","8","3","0","","2","0","0.098","0.76","1.3"
