"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Apr 5","boxscore","CLE","@","CHW","L","0","6","","0-1","3","1.0","Buehrle","Westbrook","","2:24","D","38,935","-"
"2","2","Wednesday, Apr 7","boxscore","CLE","@","CHW","W","5","3","","1-1","2","0.5","Hernandez","Williams","Perez","3:10","N","19,514","+"
"3","3","Thursday, Apr 8","boxscore","CLE","@","CHW","W","5","3","11","2-1","2","0.5","Lewis","Putz","Perez","3:59","N","18,637","++"
"4","4","Friday, Apr 9","boxscore","CLE","@","DET","L","2","5","","2-2","3","1.5","Porcello","Huff","Valverde","2:33","D","45,010","-"
"5","5","Saturday, Apr 10","boxscore","CLE","@","DET","L","2","4","","2-3","3","2.5","Bonderman","Talbot","Perry","3:01","D","35,332","--"
"6","6","Sunday, Apr 11","boxscore","CLE","@","DET","L-wo","8","9","","2-4","3","3.0","Coke","Perez","","3:28","D","26,081","---"
"7","7","Monday, Apr 12","boxscore","CLE","","TEX","L","2","4","10","2-5","5","3.5","Francisco","Wright","Feliz","3:11","D","42,061","----"
"8","8","Wednesday, Apr 14","boxscore","CLE","","TEX","L","2","6","","2-6","5","3.5","Lewis","Masterson","Feliz","3:14","N","10,071","-----"
"9","9","Thursday, Apr 15","boxscore","CLE","","TEX","W","3","2","","3-6","5","3.5","Huff","Harrison","","2:03","D","10,198","+"
"10","10","Friday, Apr 16","boxscore","CLE","","CHW","W","6","2","","4-6","3","3.5","Talbot","Buehrle","","2:04","N","10,421","++"
"11","11","Saturday, Apr 17","boxscore","CLE","","CHW","W","3","2","","5-6","3","3.5","Lewis","Thornton","Perez","2:24","D","12,885","+++"
"12","12","Sunday, Apr 18","boxscore","CLE","","CHW","W","7","4","","6-6","3","2.5","Hernandez","Floyd","Perez","3:07","D","10,564","++++"
"13","13","Tuesday, Apr 20","boxscore","CLE","@","MIN","L","1","5","","6-7","3","3.5","Slowey","Masterson","","2:23","N","38,985","-"
"14","14","Wednesday, Apr 21","boxscore","CLE","@","MIN","L","0","6","","6-8","3","4.5","Liriano","Huff","","2:29","N","39,044","--"
"15","15","Thursday, Apr 22","boxscore","CLE","@","MIN","W","8","1","","7-8","3","3.5","Talbot","Baker","","2:46","D","38,810","+"
"16","16","Friday, Apr 23","boxscore","CLE","@","OAK","L","0","10","","7-9","3","4.5","Duchscherer","Westbrook","","2:36","N","11,547","-"
"17","17","Saturday, Apr 24","boxscore","CLE","@","OAK","W","6","1","","8-9","3","4.5","Hernandez","Gaudin","","2:30","D","15,873","+"
"18","18","Sunday, Apr 25","boxscore","CLE","@","OAK","L","0","11","","8-10","3","4.5","Gonzalez","Masterson","","2:27","D","16,946","-"
"19","19","Monday, Apr 26","boxscore","CLE","@","LAA","L","2","5","","8-11","3","5.0","Weaver","Huff","Fuentes","3:19","N","34,837","--"
"20","20","Tuesday, Apr 27","boxscore","CLE","@","LAA","W","9","2","","9-11","3","5.0","Talbot","Saunders","","3:20","N","39,619","+"
"21","21","Wednesday, Apr 28","boxscore","CLE","@","LAA","L-wo","3","4","","9-12","3","5.0","Fuentes","Smith","","2:50","D","34,190","-"
"22","22","Friday, Apr 30","boxscore","CLE","","MIN","L","3","9","","9-13","3","5.5","Slowey","Hernandez","","3:15","N","14,124","--"
"23","23","Saturday, May 1","boxscore","CLE","","MIN","W-wo","5","4","11","10-13","3","4.5","Wright","Burnett","","3:23","N","13,832","+"
"24","24","Sunday, May 2","boxscore","CLE","","MIN","L","3","8","","10-14","3","5.5","Liriano","Huff","","3:16","D","12,619","-"
"25","25","Monday, May 3","boxscore","CLE","","TOR","L","1","5","","10-15","4","6.5","Cecil","Talbot","","2:23","N","10,117","--"
"26","26","Tuesday, May 4","boxscore","CLE","","TOR","L","5","8","","10-16","5","7.5","Romero","Lewis","Gregg","3:28","N","10,387","---"
"27","27","Wednesday, May 5","boxscore","CLE","","TOR","L","4","5","","10-17","5","8.5","Frasor","Perez","","3:02","D","12,563","----"
"28","28","Saturday, May 8","boxscore","CLE","","DET","L","4","6","","10-18","4","8.5","Verlander","Wood","Valverde","3:10","D","18,428","-----"
"29","29","Sunday, May 9","boxscore","CLE","","DET","W","7","4","","11-18","4","8.5","Talbot","Scherzer","Perez","3:16","D","16,980","+"
"30","30","Tuesday, May 11","boxscore","CLE","@","KCR","W","8","2","","12-18","4","7.5","Westbrook","Bannister","","2:46","N","15,930","++"
"31","31","Wednesday, May 12","boxscore","CLE","@","KCR","W","4","0","","13-18","3","7.5","Hernandez","Davies","","2:43","N","11,803","+++"
"32","32","Thursday, May 13","boxscore","CLE","@","KCR","L","4","6","","13-19","3","8.0","Greinke","Huff","Soria","2:46","D","28,361","-"
"33","33","Friday, May 14","boxscore","CLE","@","BAL","L","1","8","","13-20","3","8.0","Guthrie","Masterson","","2:45","N","25,902","--"
"34","34","Saturday, May 15","boxscore","CLE","@","BAL","W","8","2","","14-20","3","7.0","Talbot","Simon","","2:53","N","29,545","+"
"35","35","Sunday, May 16","boxscore","CLE","@","BAL","W","5","1","","15-20","3","7.0","Westbrook","Hendrickson","","2:17","D","29,323","++"
"36","36","Monday, May 17","boxscore","CLE","@","TBR","L-wo","3","4","11","15-21","3","8.0","Sonnanstine","Wright","","3:42","N","18,879","-"
"37","37","Tuesday, May 18","boxscore","CLE","@","TBR","L","2","6","","15-22","4","8.0","Price","Huff","","3:18","D","17,093","--"
"38","38","Wednesday, May 19","boxscore","CLE","","KCR","L","4","8","","15-23","4","8.0","Chen","Wood","","3:39","N","10,916","---"
"39","39","Thursday, May 20","boxscore","CLE","","KCR","L","3","9","","15-24","5","8.0","Hochevar","Talbot","","2:25","D","13,953","----"
"40","40","Friday, May 21","boxscore","CLE","","CIN","L","4","7","","15-25","5","9.0","Arroyo","Laffey","Cordero","2:52","N","23,028","-----"
"41","41","Saturday, May 22","boxscore","CLE","","CIN","L","4","6","","15-26","5","10.0","Cueto","Hernandez","","3:12","N","25,531","------"
"42","42","Sunday, May 23","boxscore","CLE","","CIN","W","4","3","","16-26","5","9.0","Huff","Herrera","Wood","3:18","D","21,044","+"
"43","43","Monday, May 24","boxscore","CLE","","CHW","L","2","7","","16-27","5","9.5","Danks","Masterson","","3:00","N","10,166","-"
"44","44","Tuesday, May 25","boxscore","CLE","","CHW","W","7","3","","17-27","4","8.5","Talbot","Peavy","","2:16","N","14,441","+"
