"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Nick Markakis  RF","5","1","2","1","0","0","5",".295",".345",".386",".732","19","12","0.334","1.27","0.426","-0.092","0.5","1","0","2B,GDP"
"Manny Machado  3B","4","1","1","0","1","0","5",".236",".296",".315",".611","19","9","0.029","1.48","0.088","-0.059","0.3","2","0",""
"Adam Jones  CF","5","1","2","2","0","0","5",".298",".318",".454",".771","17","8","0.058","1.87","0.223","-0.165","1.1","5","0","3B"
"Nelson Cruz  LF","4","0","1","1","1","1","5",".294",".362",".610",".972","23","15","0.022","1.19","0.114","-0.092","0.5","2","0","2B"
"Steve Pearce  1B","5","0","0","0","0","2","5",".306",".348",".516",".865","23","16","-0.212","1.40","0.000","-0.212","-1.5","5","0","GDP"
"J.J. Hardy  SS","5","1","3","0","0","0","5",".304",".327",".373",".701","16","12","0.068","0.99","0.128","-0.060","0.5","2","2","2·2B"
"Nick Hundley  C","5","0","1","1","0","1","5",".266",".266",".359",".625","16","12","0.253","1.56","0.360","-0.107","-0.1","9","1",""
"Jonathan Schoop  2B","5","2","3","2","0","0","5",".228",".268",".376",".643","15","10","0.084","0.79","0.134","-0.050","1.9","4","4","2·HR"
"Chris Tillman  P","2","0","0","0","0","2","2",".000",".000",".000",".000","8","7","-0.059","1.25","0.000","-0.059","-0.6","0","0",""
"Ryan Webb  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Steve Clevenger  PH","1","0","0","0","0","0","1",".243",".300",".378",".678","10","9","-0.032","1.30","0.000","-0.032","-0.2","","",""
"Brad Brach  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","1",""
"Delmon Young  PH","1","0","1","0","0","0","1",".288",".316",".384",".699","1","1","0.041","1.35","0.041","0.000","0.1","","",""
"David Lough  PR","0","1","0","0","0","0","0",".163",".234",".209",".443","","","0.000","0.00","0.000","0.000","0.0","","",""
"Darren O'Day  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Zach Britton  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
