"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Derek Jeter  SS","5","2","2","1","0","1","5",".321",".369",".434",".803","22","10","0.142","0.99","0.183","-0.040","1.1","0","3","2B,GDP"
"Curtis Granderson  CF","5","1","2","3","0","2","5",".257",".346",".538",".884","27","15","-0.022","0.62","0.044","-0.065","1.7","2","0","HR,2B"
"Mark Teixeira  1B","4","1","0","0","1","0","5",".246",".328",".451",".779","21","12","-0.027","0.56","0.011","-0.038","-0.7","6","2",""
"Alex Rodriguez  3B","4","0","1","1","0","2","4",".276",".368",".431",".799","16","9","0.073","0.92","0.118","-0.045","0.3","0","0",""
"Nick Swisher  RF","4","0","2","1","0","0","4",".255",".316",".476",".793","15","9","0.084","0.70","0.098","-0.014","0.5","1","0",""
"Andruw Jones  LF","3","0","1","0","0","1","3",".227",".317",".455",".771","13","8","-0.015","1.02","0.037","-0.052","-0.1","3","0",""
"Dewayne Wise  PR-LF","1","1","0","0","0","0","1",".154",".185",".192",".377","1","1","0.030","0.78","0.031","-0.001","0.1","1","0","SB"
"Russell Martin  C","2","1","1","0","2","0","4",".206",".339",".406",".745","27","14","0.028","0.69","0.044","-0.016","0.5","11","1",""
"Jayson Nix  2B","2","0","0","0","0","2","3",".237",".310",".447",".757","11","9","-0.052","1.31","0.003","-0.055","-0.6","1","2","SH"
"Cody Eppley  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Eric Chavez  PH","1","0","0","0","0","1","1",".255",".294",".415",".709","5","3","-0.002","0.06","0.000","-0.002","-0.2","","",""
"Clay Rapada  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"David Robertson  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","2","0",""
"Phil Hughes  P","2","0","0","0","0","1","2",".000",".000",".000",".000","8","5","-0.048","0.96","0.000","-0.048","-0.5","0","0",""
"Robinson Cano  PH-2B","1","1","1","0","1","0","2",".297",".353",".524",".878","5","1","0.005","0.84","0.005","0.000","0.5","0","0","IW"
