"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Apr 6","boxscore","SEA","","LAA","W","4","1","","1-0","1","Tied","Hernandez","Weaver","Rodney","2:33","D","45,909","+"
"2","2","Tuesday, Apr 7","boxscore","SEA","","LAA","L","0","2","","1-1","2","0.5","Wilson","Paxton","Street","2:13","N","26,545","-"
"3","3","Wednesday, Apr 8","boxscore","SEA","","LAA","L","3","5","","1-2","4","1.0","Shoemaker","Iwakuma","Street","2:48","N","25,495","--"
"4","4","Friday, Apr 10","boxscore","SEA","@","OAK","L","0","12","","1-3","5","1.5","Pomeranz","Walker","","2:44","N","30,114","---"
"5","5","Saturday, Apr 11","boxscore","SEA","@","OAK","W","5","4","11","2-3","3","0.5","Olson","Abad","Rodney","3:39","D","24,355","+"
"6","6","Sunday, Apr 12","boxscore","SEA","@","OAK","W","8","7","10","3-3","1","Tied","Rodney","Clippard","Medina","3:11","D","32,282","++"
"7","7","Monday, Apr 13","boxscore","SEA","@","LAD","L-wo","5","6","10","3-4","2","0.5","Garcia","Leone","","3:04","N","42,202","-"
"8","8","Tuesday, Apr 14","boxscore","SEA","@","LAD","L-wo","5","6","","3-5","3","1.5","Garcia","Rodney","","3:40","N","43,115","--"
"9","9","Wednesday, Apr 15","boxscore","SEA","@","LAD","L","2","5","","3-6","5","1.5","Anderson","Walker","","2:53","N","51,287","---"
"10","10","Friday, Apr 17","boxscore","SEA","","TEX","L","1","3","","3-7","5","2.0","Gallardo","Happ","Feliz","3:00","N","36,606","----"
"11","11","Saturday, Apr 18","boxscore","SEA","","TEX","W","3","1","","4-7","5","1.5","Hernandez","Lewis","Rodney","3:00","N","43,017","+"
"12","12","Sunday, Apr 19","boxscore","SEA","","TEX","W-wo","11","10","","5-7","3","1.0","Medina","Feliz","","3:45","D","31,601","++"
