"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Brett Oberholtzer, L (4-9)","6.2","10","3","3","0","6","0","4.01","30","103","71","41","8","22","13","11","5","0","48","","","-0.042","0.86","-0.1"
"Mike Foltynewicz","1.1","0","0","0","1","4","0","5.79","5","19","12","5","3","4","0","0","0","0","","2","0","0.023","0.33","0.9"
