"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Derek Jeter  SS","4","0","1","0","0","1","5",".269",".314",".407",".721","14","9","0.028","0.56","0.061","-0.033","-0.1","2","5","HBP"
"Brett Gardner  CF","5","0","1","0","0","0","5",".330",".411",".394",".806","28","19","-0.054","0.77","0.019","-0.074","-0.5","3","0",""
"Mark Teixeira  DH","3","0","0","0","1","1","4",".198",".327",".382",".709","21","10","-0.056","0.73","0.014","-0.070","-1.0","","",""
"Alex Rodriguez  3B","4","0","0","0","0","0","4",".272",".361",".440",".801","8","6","-0.086","0.78","0.000","-0.086","-1.0","0","3",""
"Robinson Cano  2B","3","0","0","0","1","0","4",".333",".397",".605","1.002","16","10","-0.064","0.70","0.004","-0.068","-0.4","1","2",""
"Jorge Posada  C","4","0","2","0","0","0","4",".293",".376",".561",".937","10","7","0.032","0.37","0.052","-0.020","0.7","5","0","2B"
"Juan Miranda  1B","3","0","0","0","1","0","4",".000",".250",".000",".250","14","7","-0.050","0.77","0.016","-0.065","-1.0","10","0",""
"Randy Winn  LF-RF","3","0","0","0","1","1","4",".200",".317",".286",".603","28","18","-0.019","0.56","0.021","-0.039","-0.7","1","0",""
"Greg Golson  RF","2","0","0","0","0","1","2",".250",".250",".250",".500","7","6","-0.068","1.31","0.000","-0.068","-0.7","2","0",""
"Marcus Thames  PH-LF","1","0","0","0","1","1","2",".341",".429",".488",".916","8","4","0.004","0.12","0.006","-0.002","0.0","0","0",""
"","","","","","","","","","","","","","","","","","","","","",""
"CC Sabathia  P","","","","","","","","","","","","","","","","","","","0","1",""
"Ivan Nova  P","","","","","","","","","","","","","","","","","","","0","0",""
