"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Justin Verlander, L (13-8)","6","9","6","6","2","3","1","2.91","29","97","60","43","8","9","12","12","5","0","31","","","-0.333","0.36","-3.2"
"Luke Putkonen","2","2","0","0","0","0","0","5.40","6","22","14","10","2","2","2","4","1","0","","0","0","0.004","0.04","0.9"
