"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Johnny Cueto, L (9-8)","6","13","7","6","0","3","1","2.70","30","96","66","41","8","17","10","17","10","0","23","","","-0.322","0.64","-3.9"
"Franklin Morales","2","1","0","0","0","3","0","2.37","8","35","23","11","5","7","3","2","1","0","","0","0","0.005","0.03","1.0"
