"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Cole De Vries, W (4-5)","6.2","7","1","1","0","3","0","4.41","27","94","58","39","5","14","12","12","2","0","59","","","0.246","1.12","2.0"
"Alex Burnett, H (9)","0.1","0","0","0","0","0","0","2.85","1","6","3","2","0","1","1","0","0","0","","2","0","0.084","3.02","0.5"
"Jared Burton, H (15)","1","0","0","0","1","0","0","2.13","3","14","7","2","2","3","1","1","1","0","","0","0","0.090","1.74","0.5"
"Glen Perkins, S (9)","1","0","0","0","0","1","0","2.67","4","12","8","2","2","4","2","0","0","0","","0","0","0.092","1.37","0.5"
