"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Francisco Liriano, L (0-4)","5.1","7","4","4","3","5","2","9.97","25","91","51","28","12","11","11","6","1","0","40","","","-0.219","0.49","-1.7"
"Anthony Swarzak","1.2","0","0","0","0","0","0","4.64","4","14","10","5","2","3","3","1","0","0","","1","0","0.014","0.14","1.0"
"Jeff Gray","1","0","0","0","0","0","0","1.69","4","13","8","4","1","3","2","1","1","0","","0","0","0.002","0.04","0.5"
