"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Brian Duensing, L (1-3)","3","4","4","4","2","1","1","3.82","15","63","40","27","2","11","3","9","4","0","34","","","-0.197","0.81","-2.4"
"Anthony Swarzak","4","3","1","1","2","2","0","4.83","16","49","29","21","2","6","5","7","2","0","","1","1","0.007","0.28","0.9"
"Matt Capps","1","1","1","0","1","1","0","3.42","6","23","13","8","3","2","1","3","0","0","","0","0","-0.002","0.02","-0.5"
