"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Francisco Liriano","6.2","4","1","1","2","6","0","5.74","27","97","60","31","12","17","11","7","1","0","66","","","0.148","1.58","1.8"
"Jared Burton, W (1-0)","1.1","1","0","0","0","1","0","3.21","5","19","15","10","2","3","3","1","1","0","","2","0","0.206","2.57","0.9"
"Glen Perkins, S (1)","1","0","0","0","1","2","0","3.03","4","14","7","3","2","2","0","1","0","0","","0","0","0.184","4.15","0.5"
