"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Collin McHugh, L (5-2)","7","9","3","3","1","2","1","4.06","29","106","71","50","9","12","13","12","5","0","48","","","-0.040","1.15","0.3"
"Chad Qualls","1","4","3","3","0","3","0","4.41","7","21","17","8","5","4","4","0","0","0","","0","0","-0.114","0.63","-2.5"
