"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Kevin Millwood, L (0-6)","5.2","10","6","6","4","5","2","4.29","30","113","67","38","6","23","9","12","6","0","26","","","-0.305","0.63","-3.1"
"Jason Berken","1.1","1","0","0","0","1","0","1.98","5","18","12","8","1","3","2","2","0","0","","1","0","0.016","0.15","0.8"
"Will Ohman","1","1","0","0","1","1","0","1.02","5","17","9","6","1","2","2","1","0","0","","0","0","0.007","0.15","0.5"
