"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Brad Bergesen, W (6-9)","8","4","1","1","0","4","0","5.55","27","102","64","36","7","21","13","10","0","0","74","","","0.445","1.18","2.8"
"Koji Uehara, S (3)","1","1","0","0","0","0","0","1.93","4","16","11","4","1","6","1","3","0","0","","0","0","0.086","1.32","0.5"
