"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Mar 31","boxscore","BOS","@","BAL","L","1","2","","0-1","4","1.0","Britton","Lester","Hunter","2:53","D","46,685","-"
"2","2","Wednesday, Apr 2","boxscore","BOS","@","BAL","W","6","2","","1-1","2","0.5","Lackey","Jimenez","","2:43","N","25,708","+"
"3","3","Thursday, Apr 3","boxscore","BOS","@","BAL","W","4","3","","2-1","1","up 0.5","Doubront","Chen","Uehara","2:55","N","20,880","++"
"4","4","Friday, Apr 4","boxscore","BOS","","MIL","L","2","6","","2-2","2","0.5","Kintzler","Mujica","","3:19","D","36,728","-"
"5","5","Saturday, Apr 5","boxscore","BOS","","MIL","L","6","7","11","2-3","3","1.5","Thornburg","Badenhop","Rodriguez","4:23","N","35,729","--"
"6","6","Sunday, Apr 6","boxscore","BOS","","MIL","L","0","4","","2-4","4","1.5","Gallardo","Lester","","2:57","D","35,958","---"
"7","7","Monday, Apr 7","boxscore","BOS","","TEX","W","5","1","","3-4","3","1.0","Lackey","Scheppers","","3:07","N","35,842","+"
"8","8","Tuesday, Apr 8","boxscore","BOS","","TEX","L","7","10","","3-5","4","1.5","Perez","Doubront","","3:11","N","34,142","-"
"9","9","Wednesday, Apr 9","boxscore","BOS","","TEX","W","4","2","","4-5","3","1.0","Miller","Ogando","Uehara","2:57","D","33,585","+"
"10","10","Thursday, Apr 10","boxscore","BOS","@","NYY","L","1","4","","4-6","5","1.0","Pineda","Buchholz","Phelps","2:55","N","42,821","-"
"11","11","Friday, Apr 11","boxscore","BOS","@","NYY","W","4","2","","5-6","3","1.0","Lester","Sabathia","Mujica","3:01","N","44,121","+"
"12","12","Saturday, Apr 12","boxscore","BOS","@","NYY","L","4","7","","5-7","5","2.0","Kuroda","Lackey","Kelley","3:07","D","48,572","-"
