"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jered Weaver, W (9-7)","6","3","0","0","3","3","0","3.30","26","104","64","35","8","21","5","14","4","0","66","","","0.369","1.68","2.7"
"Michael Kohn","1","1","0","0","2","1","0","3.48","6","25","13","10","1","2","1","2","2","0","","0","0","0.017","0.51","0.5"
"Cory Rasmus","2","2","0","0","0","2","0","6.55","8","33","22","14","3","5","1","5","1","0","","0","0","0.018","0.18","0.9"
