"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Desmond Jennings  CF","4","0","2","0","0","1","4",".229",".301",".413",".714","8","7","-0.009","1.03","0.062","-0.071","0.1","5","0","2B"
"Luke Scott  PH","0","0","0","0","1","0","1",".375",".500",".750","1.250","8","4","0.003","0.09","0.003","0.000","0.4","","",""
"Matthew Joyce  RF","4","0","0","0","1","0","5",".220",".281",".451",".732","19","11","-0.080","1.00","0.029","-0.110","-1.0","1","0",""
"Ben Zobrist  2B-SS","4","1","0","0","1","0","5",".261",".333",".414",".748","17","10","-0.050","1.03","0.043","-0.093","-1.1","0","6",""
"Evan Longoria  3B","4","1","2","0","0","1","4",".312",".377",".541",".918","17","9","-0.030","1.21","0.056","-0.086","0.0","0","3",""
"James Loney  1B","4","1","3","1","0","0","4",".380",".430",".532",".962","9","7","0.097","1.12","0.145","-0.048","1.1","8","0","2B"
"Kelly Johnson  LF","4","0","1","2","0","1","4",".231",".322",".423",".745","19","12","0.115","1.15","0.178","-0.063","0.8","0","0",""
"Yunel Escobar  SS","0","0","0","0","0","0","1",".174",".237",".279",".516","5","3","0.027","0.68","0.027","0.000","0.3","0","0","HBP"
"Ryan Roberts  PR-2B","3","0","0","0","0","1","3",".221",".264",".353",".617","13","10","-0.063","0.79","0.000","-0.063","-1.0","5","3","GDP"
"Jose Molina  C","4","0","0","0","0","0","4",".196",".250",".286",".536","16","12","-0.087","0.86","0.000","-0.087","-1.0","5","0",""
"David Price  P","3","0","0","0","0","0","3",".000",".000",".000",".000","13","8","-0.062","0.77","0.000","-0.062","-0.5","0","0",""
"Brandon Gomes  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Cesar Ramos  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Sam Fuld  PH","1","0","1","0","0","0","1",".190",".261",".190",".451","4","2","0.002","0.04","0.002","0.000","0.3","","",""
