"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Clay Buchholz","4","8","7","7","2","2","0","15.75","22","78","50","34","6","10","9","8","3","0","18","","","-0.469","1.22","-4.9"
"Vicente Padilla","4","2","0","0","0","4","0","2.08","14","51","36","23","3","10","7","3","1","0","","0","0","0.319","1.26","2.1"
"Alfredo Aceves, BS (1)","0","3","3","3","0","0","1","0.00","3","7","5","3","0","2","1","2","0","0","","0","0","-0.598","2.12","-3.0"
"Franklin Morales","2","1","0","0","0","3","0","0.00","7","29","19","11","2","6","2","2","0","0","","0","0","0.283","2.34","1.0"
"Mark Melancon, BS (1), L (0-2)","0.2","3","3","3","0","0","1","36.00","5","20","15","10","2","3","2","3","1","0","","0","0","-0.905","3.14","-2.6"
