"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Stephen Drew  SS","4","0","1","0","1","0","5",".230",".310",".355",".665","18","11","-0.021","0.68","0.039","-0.061","-0.3","1","2",""
"Jonny Gomes  LF","5","0","3","1","0","1","5",".261",".378",".489",".867","26","15","0.105","0.63","0.125","-0.020","1.7","1","0","2B"
"Yoenis Cespedes  DH","4","1","1","1","0","0","4",".288",".348",".498",".846","9","7","-0.048","0.92","0.020","-0.068","-0.0","","","HR"
"Chris Carter  1B","4","0","0","0","0","1","4",".240",".349",".516",".865","17","12","-0.158","0.84","0.000","-0.158","-2.1","7","0","GDP"
"Brandon Moss  RF","4","1","1","1","0","0","4",".280",".352",".585",".937","16","9","-0.013","0.46","0.027","-0.040","0.2","1","0","HR"
"Josh Donaldson  3B","4","1","1","0","0","1","4",".243",".293",".402",".695","16","13","-0.017","0.39","0.015","-0.031","-0.3","0","3",""
"Josh Reddick  CF","4","2","2","2","0","1","4",".245",".309",".468",".776","21","13","0.065","0.34","0.085","-0.020","1.6","6","0","2·HR"
"Derek Norris  C","3","1","1","2","0","0","3",".195",".272",".338",".610","10","7","0.068","0.35","0.085","-0.017","1.5","6","0","HR"
"George Kottaras  PH-C","1","0","0","0","0","1","1",".218",".358",".430",".789","5","3","-0.015","0.55","0.000","-0.015","-0.1","0","0",""
"Adam Rosales  2B","3","1","1","0","0","1","3",".226",".305",".333",".638","10","7","0.007","0.38","0.023","-0.016","0.1","2","1",""
"Seth Smith  PH","1","0","0","0","0","1","1",".241",".336",".426",".763","7","4","-0.041","1.57","0.000","-0.041","-0.3","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"Travis Blackley  P","","","","","","","","","","","","","","","","","","","0","0",""
"Jim Miller  P","","","","","","","","","","","","","","","","","","","0","2",""
"Jeremy Accardo  P","","","","","","","","","","","","","","","","","","","0","0",""
"Pedro Figueroa  P","","","","","","","","","","","","","","","","","","","0","0",""
"Jesse Chavez  P","","","","","","","","","","","","","","","","","","","0","0",""
"Pat Neshek  P","","","","","","","","","","","","","","","","","","","0","1",""
