"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Brett Cecil, W (2-4)","6","7","1","1","3","6","0","5.44","28","104","69","36","9","24","7","12","5","0","57","","","0.175","0.79","1.8"
"Luis Perez","2","1","0","0","2","2","0","3.69","8","34","20","11","3","6","4","0","0","0","","0","0","0.016","0.20","0.9"
"Jason Frasor","1","1","0","0","1","1","0","3.16","5","24","14","7","1","6","1","2","1","0","","0","0","0.003","0.08","0.5"
