"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jo-Jo Reyes, L (0-1)","7","6","3","1","1","6","0","5.23","29","119","88","54","17","17","6","15","4","0","62","","","-0.074","0.86","0.2"
"David Purcey","0.2","0","0","0","2","0","0","0.00","4","16","6","4","0","2","1","1","0","0","","0","0","0.002","0.22","0.0"
"Scott Richmond","0.1","0","0","0","0","0","0","0.00","1","6","3","1","2","0","0","1","0","0","","2","0","0.010","0.42","0.4"
