"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Leonys Martin  CF-RF","3","1","1","0","1","1","4",".282",".329",".419",".748","17","10","0.005","1.16","0.084","-0.080","0.3","0","0","2B"
"Elvis Andrus  SS","3","0","1","0","1","1","4",".255",".318",".297",".616","14","7","0.011","1.18","0.080","-0.070","-0.1","0","0","SB"
"Ian Kinsler  2B","4","1","1","1","0","2","4",".274",".347",".425",".772","13","9","-0.029","1.57","0.113","-0.142","-0.1","1","2","HR"
"Adrian Beltre  DH","4","0","1","1","0","1","4",".312",".353",".522",".875","19","11","0.000","1.25","0.089","-0.089","0.4","","",""
"Nelson Cruz  RF","4","0","0","0","0","0","4",".269",".330",".506",".837","16","9","-0.109","1.05","0.000","-0.109","-1.0","3","0",""
"Craig Gentry  CF","0","0","0","0","0","0","0",".233",".327",".346",".673","","","0.000","0.00","0.000","0.000","0.0","1","0",""
"David Murphy  LF","4","0","1","0","0","0","4",".227",".282",".386",".668","21","13","-0.053","0.88","0.023","-0.075","-0.3","5","0",""
"Geovany Soto  C","4","0","0","0","0","3","4",".217",".318",".417",".736","19","12","-0.104","1.06","0.000","-0.104","-0.8","5","1",""
"Jurickson Profar  3B","4","0","1","0","0","1","4",".244",".313",".354",".667","15","10","-0.043","0.67","0.014","-0.058","-0.3","0","0",""
"Mitch Moreland  1B","2","0","1","0","0","0","2",".244",".301",".450",".751","8","5","0.003","0.87","0.024","-0.021","-0.0","6","0",""
"Jeff Baker  PH-1B","1","0","0","0","0","0","1",".310",".373",".640","1.013","6","4","-0.043","1.73","0.000","-0.043","-0.2","3","0",""
"A.J. Pierzynski  PH","1","0","0","0","0","0","1",".281",".308",".441",".749","2","1","-0.011","0.42","0.000","-0.011","-0.1","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"Matt Garza  P","","","","","","","","","","","","","","","","","","","0","2",""
