"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Jose Altuve  2B","4","0","1","0","0","1","4",".270",".321",".372",".693","10","8","0.037","1.09","0.104","-0.067","0.1","0","0","CS"
"Jonathan Villar  SS","4","0","0","0","0","2","4",".231",".291",".472",".763","17","11","-0.144","1.35","0.000","-0.144","-1.1","0","4",""
"Dexter Fowler  CF","4","1","1","0","0","0","4",".242",".314",".347",".661","12","8","0.027","1.71","0.119","-0.092","0.3","0","0","2B,SB"
"Jesus Guzman  1B","2","0","0","0","1","1","3",".200",".243",".314",".558","15","9","-0.056","1.47","0.038","-0.094","-0.2","13","1",""
"Marc Krauss  PH","0","0","0","0","1","0","1",".164",".291",".284",".575","5","1","0.109","2.62","0.109","0.000","0.4","","",""
"Chris Carter  DH","4","1","1","1","0","0","4",".162",".266",".378",".644","15","8","-0.129","2.36","0.201","-0.331","-0.3","","","HR,GDP"
"George Springer  RF","4","0","0","0","0","1","4",".217",".278",".289",".567","13","9","-0.149","1.27","0.000","-0.149","-1.0","2","0","GDP"
"Matt Dominguez  3B","3","1","2","0","0","0","3",".240",".306",".430",".736","9","7","0.073","0.90","0.101","-0.028","0.7","0","5","2·2B"
"Carlos Corporan  C","3","0","0","0","0","1","3",".167",".205",".417",".622","17","11","-0.080","1.28","0.000","-0.080","-0.6","7","1",""
"L.J. Hoes  LF","1","0","1","1","0","0","2",".196",".276",".275",".550","9","6","0.087","1.53","0.087","0.000","0.6","1","0","SF"
"Alex Presley  PH-LF","1","0","0","0","0","0","1",".221",".236",".360",".596","4","2","-0.036","1.42","0.000","-0.036","-0.2","0","0",""
"","","","","","","","","","","","","","","","","","","","","",""
"Scott Feldman  P","","","","","","","","","","","","","","","","","","","1","2",""
"Jerome Williams  P","","","","","","","","","","","","","","","","","","","0","0",""
