"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"James Shields, W (10-6)","8","4","2","2","0","2","2","3.43","27","102","65","40","5","20","9","16","5","0","68","","","0.286","0.71","1.6"
"Greg Holland, S (31)","1","0","0","0","0","1","0","1.69","3","10","7","3","2","2","1","1","1","0","","0","0","0.081","1.10","0.5"
