"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Michael Brantley  LF","4","0","0","0","0","1","4",".268",".331",".387",".718","18","11","-0.207","1.44","0.000","-0.207","-1.7","2","0","2·GDP"
"Orlando Cabrera  2B","3","1","1","0","1","1","4",".247",".278",".339",".617","13","6","0.093","1.24","0.126","-0.034","0.7","1","1","2B,SB"
"Asdrubal Cabrera  SS","4","0","0","0","0","1","4",".292",".342",".495",".837","22","14","-0.137","1.35","0.000","-0.137","-1.1","2","1",""
"Carlos Santana  C","4","1","1","2","0","0","4",".225",".356",".411",".767","9","6","0.293","1.08","0.352","-0.059","1.0","5","0","HR"
"Grady Sizemore  CF","4","0","1","0","0","2","4",".226",".293",".441",".734","20","13","-0.017","1.16","0.060","-0.076","-0.1","3","0",""
"Travis Buck  RF","4","0","1","0","0","1","4",".227",".274",".345",".619","18","10","-0.079","1.78","0.086","-0.164","-0.9","3","0","2B,GDP"
"Lonnie Chisenhall  3B","4","1","1","0","0","1","4",".375",".375",".625","1.000","19","14","-0.103","1.55","0.044","-0.147","-0.1","3","1","2B"
"Shelley Duncan  1B","3","1","1","0","0","0","3",".216",".247",".364",".611","6","4","-0.012","1.38","0.070","-0.082","0.0","5","1","2B"
"Josh Tomlin  P","2","0","2","1","0","0","2","1.000","1.000","1.000","2.000","5","4","0.188","1.35","0.188","0.000","1.6","2","1",""
"Travis Hafner  PH","0","0","0","0","1","0","1",".336",".412",".560",".971","5","1","0.049","1.36","0.049","0.000","0.3","","",""
"Cord Phelps  PR","0","0","0","0","0","0","0",".220",".289",".366",".655","","","0.000","0.00","0.000","0.000","0.0","","",""
"Rafael Perez  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","1",""
"Joe Smith  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Tony Sipp  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","1",""
