"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Apr 6","boxscore","TBR","","BAL","L","2","6","","0-1","4","1.0","Tillman","Archer","","3:01","D","31,042","-"
"2","2","Tuesday, Apr 7","boxscore","TBR","","BAL","L","5","6","","0-2","5","2.0","Gausman","Karns","Britton","3:22","N","13,906","--"
"3","3","Wednesday, Apr 8","boxscore","TBR","","BAL","W","2","0","","1-2","5","1.0","Odorizzi","Gonzalez","Boxberger","3:00","N","13,569","+"
"4","4","Friday, Apr 10","boxscore","TBR","@","MIA","L-wo","9","10","10","1-3","4","2.0","Morris","Boxberger","","3:36","N","17,375","-"
"5","5","Saturday, Apr 11","boxscore","TBR","@","MIA","W","2","0","","2-3","4","2.0","Archer","Cosart","Boxberger","2:32","D","17,830","+"
"6","6","Sunday, Apr 12","boxscore","TBR","@","MIA","W","8","5","","3-3","3","1.0","Karns","Alvarez","Frieri","3:16","D","20,199","++"
"7","7","Monday, Apr 13","boxscore","TBR","@","TOR","W","2","1","","4-3","2","1.0","Odorizzi","Dickey","Boxberger","2:30","N","48,414","+++"
"8","8","Tuesday, Apr 14","boxscore","TBR","@","TOR","W","3","2","","5-3","2","1.0","Geltz","Castro","Jepsen","3:06","N","17,264","++++"
"9","9","Wednesday, Apr 15","boxscore","TBR","@","TOR","L","7","12","","5-4","2","1.0","Buehrle","Ramirez","","3:02","N","15,086","-"
"10","10","Thursday, Apr 16","boxscore","TBR","@","TOR","W","4","2","","6-4","2","0.5","Archer","Sanchez","Boxberger","3:00","N","14,433","+"
"11","11","Friday, Apr 17","boxscore","TBR","","NYY","L","4","5","","6-5","2","1.5","Betances","Jepsen","Miller","3:12","N","15,752","-"
"12","12","Saturday, Apr 18","boxscore","TBR","","NYY","L","0","9","","6-6","3","1.5","Tanaka","Odorizzi","","3:07","N","20,824","--"
"13","13","Sunday, Apr 19","boxscore","TBR","","NYY","L","3","5","","6-7","4","1.5","Pineda","Andriese","Miller","3:33","D","21,791","---"
"14","14","Tuesday, Apr 21","boxscore","TBR","","BOS","L","0","1","","6-8","5","3.0","Miley","Archer","Uehara","2:48","N","14,307","----"
