"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Felix Hernandez","7.2","6","1","1","3","6","0","3.13","31","114","67","37","13","17","13","9","2","0","66","","","0.287","1.21","2.3"
"Lucas Luetge","0.2","0","0","0","0","2","0","1.61","2","7","6","1","2","3","0","0","0","0","","2","0","0.143","2.84","0.6"
"Brandon League","0.2","1","0","0","0","0","0","3.35","3","8","6","3","2","1","1","2","1","0","","0","0","0.002","1.77","-0.1"
"Charlie Furbush","0.2","0","0","0","2","0","0","2.21","3","11","3","2","0","1","1","0","0","0","","1","0","0.072","2.69","0.4"
"Shawn Kelley","1.2","0","0","0","0","3","0","3.12","5","25","16","8","5","3","1","1","0","0","","2","0","0.320","2.49","1.2"
"Oliver Perez, L (0-2)","0.2","2","1","1","0","1","0","3.72","4","14","9","4","1","4","0","3","2","0","","0","0","-0.293","2.13","-1.4"
