"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"J.J. Hardy  SS","5","1","2","1","0","0","5",".301",".366",".530",".896","16","10","0.018","0.63","0.070","-0.053","0.4","3","6","HR"
"Nick Markakis  RF","5","1","1","0","0","0","5",".264",".319",".339",".658","22","16","-0.048","0.74","0.028","-0.076","-0.5","5","0",""
"Adam Jones  CF","3","1","1","2","2","1","5",".297",".340",".476",".816","20","9","0.086","0.65","0.123","-0.038","1.6","1","0","HR"
"Derrek Lee  1B","5","0","0","0","0","2","5",".243",".306",".343",".649","22","13","-0.106","0.86","0.000","-0.106","-1.2","8","0",""
"Matt Wieters  C","3","0","1","0","1","0","4",".262",".317",".394",".710","16","10","0.020","0.63","0.052","-0.032","0.3","3","0",""
"Luke Scott  LF","3","0","0","0","1","1","4",".239",".319",".428",".746","24","12","-0.044","0.77","0.010","-0.054","-0.5","1","0",""
"Brad Bergesen  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","1",""
"Clay Rapada  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Mark Reynolds  3B","3","0","2","0","1","0","4",".226",".349",".457",".805","18","11","0.047","0.83","0.066","-0.019","0.7","1","0",""
"Robert Andino  2B","4","0","0","0","0","2","4",".247",".327",".305",".631","10","9","-0.132","1.28","0.000","-0.132","-1.6","2","3",""
"Jeremy Guthrie  P","3","0","1","0","0","1","3",".333",".333",".667","1.000","7","7","-0.008","0.86","0.042","-0.050","-0.1","0","2","2B"
"Felix Pie  LF","1","0","0","0","0","0","1",".245",".252",".302",".554","5","2","-0.005","0.21","0.000","-0.005","-0.1","0","0",""
