"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"J.J. Hardy  SS","4","0","0","0","0","2","4",".299",".359",".527",".886","15","14","-0.104","0.99","0.000","-0.104","-0.9","0","2",""
"Nick Markakis  RF","4","0","0","0","0","0","4",".280",".331",".366",".696","15","10","-0.067","0.68","0.000","-0.067","-0.6","2","0",""
"Adam Jones  CF","3","0","1","0","0","0","3",".286",".329",".472",".801","11","5","0.027","0.72","0.049","-0.022","0.1","3","0","SB"
"Matt Wieters  C","3","0","0","0","0","1","3",".259",".313",".397",".710","8","7","-0.094","1.30","0.000","-0.094","-0.7","8","1",""
"Derrek Lee  1B","3","0","0","0","0","1","3",".241",".302",".357",".659","13","10","-0.077","0.99","0.000","-0.077","-0.6","7","1",""
"Luke Scott  LF","3","0","0","0","0","1","3",".230",".310",".420",".730","15","8","-0.059","0.79","0.000","-0.059","-0.4","2","0",""
"Mark Reynolds  3B","2","0","0","0","1","0","3",".224",".352",".459",".810","11","5","0.006","1.08","0.053","-0.047","0.0","0","0",""
"Robert Andino  2B","3","0","0","0","0","1","3",".254",".327",".307",".634","14","10","-0.079","1.13","0.000","-0.079","-0.6","1","3",""
"Jeremy Guthrie  P","2","0","0","0","0","1","2",".200",".200",".400",".600","5","5","-0.036","1.16","0.017","-0.053","-0.3","1","1",""
"Pedro Viola  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Jason Berken  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Vladimir Guerrero  PH","1","0","0","0","0","1","1",".279",".309",".380",".689","5","3","-0.008","0.31","0.000","-0.008","-0.2","","",""
