"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Thursday, Mar 31","boxscore","LAA","@","KCR","W","4","2","","1-0","1","up 0.5","Weaver","Hochevar","Rodney","3:15","D","40,055","+"
"2","2","Friday, Apr 1","boxscore","LAA","@","KCR","L-wo","1","2","","1-1","3","0.5","Soria","Kohn","","2:23","N","13,302","-"
"3","3","Saturday, Apr 2","boxscore","LAA","@","KCR","L","4","5","","1-2","3","1.5","Crow","Jepsen","Soria","2:45","D","17,328","--"
"4","4","Sunday, Apr 3","boxscore","LAA","@","KCR","L-wo","9","12","13","1-3","4","2.5","Collins","Bulger","","4:46","D","14,085","---"
"5","5","Tuesday, Apr 5","boxscore","LAA","@","TBR","W","5","3","","2-3","2","3.0","Weaver","Niemann","Walden","2:46","N","13,173","+"
"6","6","Wednesday, Apr 6","boxscore","LAA","@","TBR","W","5","1","","3-3","2","3.0","Haren","Hellickson","","2:50","D","11,836","++"
"7","7","Friday, Apr 8","boxscore","LAA","","TOR","L","2","3","","3-4","2","3.5","Dotel","Santana","Rauch","2:35","N","43,853","-"
"8","8","Saturday, Apr 9","boxscore","LAA","","TOR","W-wo","6","5","14","4-4","2","3.0","Haren","Rauch","","5:03","N","43,513","+"
"9","9","Sunday, Apr 10","boxscore","LAA","","TOR","W","3","1","","5-4","2","3.0","Weaver","Reyes","Rodney","2:48","D","43,525","++"
"10","10","Monday, Apr 11","boxscore","LAA","","CLE","L","0","4","","5-5","2","4.0","Talbot","Chatwood","","2:25","N","32,864","-"
"11","11","Tuesday, Apr 12","boxscore","LAA","","CLE","W","2","0","","6-5","2","3.0","Haren","Hernandez","","2:15","N","43,529","+"
"12","12","Wednesday, Apr 13","boxscore","LAA","","CLE","W-wo","4","3","12","7-5","2","2.0","Takahashi","Durbin","","3:16","D","31,049","++"
"13","13","Friday, Apr 15","boxscore","LAA","@","CHW","W","4","3","","8-5","2","2.0","Weaver","Humber","Walden","2:53","N","20,103","+++"
"14","14","Saturday, Apr 16","boxscore","LAA","@","CHW","W","7","2","","9-5","2","1.0","Chatwood","Floyd","","2:35","N","21,250","++++"
"15","15","Sunday, Apr 17","boxscore","LAA","@","CHW","W","4","2","","10-5","1","Tied","Haren","Buehrle","Walden","2:40","D","23,458","+++++"
"16","16","Monday, Apr 18","boxscore","LAA","@","TEX","L","1","7","","10-6","2","1.0","Wilson","Santana","","2:51","N","30,799","-"
"17","17","Tuesday, Apr 19","boxscore","LAA","@","TEX","W","15","4","","11-6","1","Tied","Palmer","Lewis","","3:11","N","22,450","+"
"18","18","Wednesday, Apr 20","boxscore","LAA","@","TEX","W","4","1","","12-6","1","up 1.0","Weaver","Harrison","","2:44","N","31,967","++"
"19","19","Thursday, Apr 21","boxscore","LAA","","BOS","L","2","4","11","12-7","1","up 0.5","Jenks","Thompson","Papelbon","3:50","N","37,003","-"
"20","20","Friday, Apr 22","boxscore","LAA","","BOS","L","3","4","","12-8","2","0.5","Lester","Haren","Papelbon","3:16","N","39,005","--"
"21","21","Saturday, Apr 23","boxscore","LAA","","BOS","L","0","5","","12-9","2","1.5","Matsuzaka","Santana","","2:36","N","40,025","---"
"22","22","Sunday, Apr 24","boxscore","LAA","","BOS","L","0","7","","12-10","2","2.5","Lackey","Palmer","","2:55","D","35,107","----"
"23","23","Monday, Apr 25","boxscore","LAA","","OAK","W","5","0","","13-10","2","1.5","Weaver","Gonzalez","","2:20","N","37,115","+"
"24","24","Tuesday, Apr 26","boxscore","LAA","","OAK","W","8","3","","14-10","2","0.5","Chatwood","McCarthy","","2:42","N","37,228","++"
"25","25","Wednesday, Apr 27","boxscore","LAA","","OAK","L","1","2","10","14-11","2","1.5","Fuentes","Walden","Ziegler","2:57","D","37,247","-"
"26","26","Friday, Apr 29","boxscore","LAA","@","TBR","W","8","5","","15-11","1","Tied","Santana","Price","Walden","3:23","N","21,791","+"
"27","27","Saturday, Apr 30","boxscore","LAA","@","TBR","L-wo","1","2","10","15-12","2","1.0","Peralta","Rodney","","2:48","D","20,245","-"
"28","28","Sunday, May 1","boxscore","LAA","@","TBR","W","6","5","","16-12","1","Tied","Thompson","Peralta","Walden","3:04","D","16,248","+"
"29","29","Monday, May 2","boxscore","LAA","@","BOS","L","5","9","","16-13","1","Tied","Buchholz","Weaver","","3:29","N","37,017","-"
"30","30","Tuesday, May 3","boxscore","LAA","@","BOS","L","3","7","","16-14","1","Tied","Lester","Haren","","2:41","N","37,043","--"
"31","31","Wednesday, May 4","boxscore","LAA","@","BOS","W","5","3","13","17-14","1","Tied","Bell","Matsuzaka","","5:00","N","37,037","+"
"32","32","Thursday, May 5","boxscore","LAA","@","BOS","W","11","0","","18-14","1","up 1.0","Pineiro","Lackey","","3:10","D","37,013","++"
"33","33","Friday, May 6","boxscore","LAA","","CLE","W-wo","2","1","11","19-14","1","up 2.0","Rodney","Germano","","2:58","N","36,447","+++"
"34","34","Saturday, May 7","boxscore","LAA","","CLE","L","3","4","","19-15","1","up 1.0","White","Weaver","Perez","3:00","N","37,684","-"
"35","35","Sunday, May 8","boxscore","LAA","","CLE","W","6","5","","20-15","1","up 2.0","Rodney","Smith","Walden","2:50","D","40,124","+"
"36","36","Monday, May 9","boxscore","LAA","","CHW","L","0","8","","20-16","1","up 1.0","Jackson","Santana","","2:29","N","38,561","-"
"37","37","Tuesday, May 10","boxscore","LAA","","CHW","W","6","2","","21-16","1","up 2.0","Pineiro","Danks","","2:32","N","40,128","+"
"38","38","Wednesday, May 11","boxscore","LAA","","CHW","L","4","6","10","21-17","1","up 1.5","Santos","Jepsen","Thornton","3:13","N","39,151","-"
"39","39","Friday, May 13","boxscore","LAA","@","TEX","L","1","4","","21-18","1","up 0.5","Ogando","Weaver","Feliz","2:31","N","45,995","--"
"40","40","Saturday, May 14","boxscore","LAA","@","TEX","W","3","2","","22-18","1","up 1.5","Downs","Oliver","Walden","2:52","D","47,663","+"
"41","41","Sunday, May 15","boxscore","LAA","@","TEX","L","4","5","","22-19","1","up 0.5","Lowe","Thompson","Feliz","3:14","D","48,284","-"
"42","42","Monday, May 16","boxscore","LAA","@","OAK","L-wo","4","5","10","22-20","2","0.5","Balfour","Rodney","","3:07","N","11,061","--"
"43","43","Tuesday, May 17","boxscore","LAA","@","OAK","L","0","14","","22-21","3","0.5","Gonzalez","Chatwood","","2:44","N","12,190","---"
"44","44","Wednesday, May 18","boxscore","LAA","@","SEA","L","0","3","","22-22","3","1.5","Vargas","Weaver","League","2:50","N","16,992","----"
