"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Denard Span  CF","4","0","1","0","0","1","4",".284",".350",".393",".743","14","9","-0.041","0.57","0.008","-0.049","-0.5","2","0",""
"Ben Revere  RF","4","0","0","0","0","0","4",".301",".329",".364",".692","12","8","-0.049","0.46","0.000","-0.049","-0.7","2","0",""
"Josh Willingham  LF","2","0","0","0","0","1","3",".277",".386",".545",".931","8","4","-0.003","0.63","0.028","-0.031","0.1","2","0","HBP"
"Darin Mastroianni  LF","1","0","0","0","0","0","1",".205",".286",".273",".558","8","5","0.000","0.01","0.000","0.000","-0.2","0","0",""
"Justin Morneau  1B","3","0","2","0","0","0","3",".241",".309",".467",".775","12","8","0.020","0.87","0.099","-0.080","-0.1","7","1","2B,SB,GDP"
"Chris Parmelee  1B","1","0","1","0","0","0","1",".179",".257",".253",".510","2","2","0.000","0.00","0.000","0.000","0.2","0","1",""
"Trevor Plouffe  3B","4","1","1","0","0","0","4",".252",".337",".558",".895","8","6","-0.061","0.71","0.013","-0.074","-0.8","1","4","2B"
"Ryan Doumit  C","4","0","1","1","0","0","4",".253",".313",".405",".718","12","7","0.009","0.59","0.050","-0.041","0.2","5","1",""
"Brian Dozier  SS","3","0","0","0","0","1","3",".238",".257",".325",".582","13","8","-0.062","0.76","0.000","-0.062","-0.7","1","1",""
"Alexi Casilla  2B","3","0","0","0","0","1","3",".247",".288",".320",".608","10","6","-0.039","0.53","0.000","-0.039","-0.5","2","0",""
"Jeff Manship  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Jeff Gray  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","1","0",""
"Liam Hendriks  P","2","0","0","0","0","1","2",".000",".000",".000",".000","11","7","0.015","0.49","0.025","-0.010","0.1","1","2",""
"Alex Burnett  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Jamey Carroll  2B","1","0","0","0","0","0","1",".259",".339",".307",".646","4","3","-0.001","0.03","0.000","-0.001","-0.2","0","0",""
