"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Friday, Apr 6","boxscore","CHW","@","TEX","L","2","3","","0-1","2","1.0","Lewis","Danks","Nathan","2:24","D","49,085","-"
"2","2","Saturday, Apr 7","boxscore","CHW","@","TEX","W","4","3","","1-1","2","1.0","Thornton","Nathan","Santiago","2:36","N","47,867","+"
"3","3","Sunday, Apr 8","boxscore","CHW","@","TEX","L","0","5","","1-2","3","2.0","Harrison","Floyd","","2:50","N","45,368","-"
"4","4","Monday, Apr 9","boxscore","CHW","@","CLE","W","4","2","","2-2","2","1.5","Sale","Tomlin","Santiago","2:42","N","9,473","+"
"5","5","Wednesday, Apr 11","boxscore","CHW","@","CLE","W","10","6","","3-2","2","1.0","Danks","Masterson","","3:04","D","9,072","++"
"6","6","Friday, Apr 13","boxscore","CHW","","DET","W","5","2","","4-2","2","0.5","Peavy","Scherzer","Santiago","2:55","D","38,676","+++"
"7","7","Saturday, Apr 14","boxscore","CHW","","DET","W","5","1","","5-2","1","up 0.5","Floyd","Wilk","","2:44","D","33,025","++++"
"8","8","Sunday, Apr 15","boxscore","CHW","","DET","L","2","5","","5-3","2","0.5","Porcello","Sale","","3:06","D","25,143","-"
"9","9","Monday, Apr 16","boxscore","CHW","","BAL","L","4","10","10","5-4","2","1.5","Strop","Stewart","","3:32","N","13,732","--"
"10","10","Tuesday, Apr 17","boxscore","CHW","","BAL","L","2","3","","5-5","3","2.5","Chen","Danks","Johnson","2:44","N","11,267","---"
"11","11","Wednesday, Apr 18","boxscore","CHW","","BAL","W","8","1","","6-5","2","2.5","Peavy","Hunter","","2:37","N","13,818","+"
"12","12","Thursday, Apr 19","boxscore","CHW","","BAL","L","3","5","","6-6","3","2.5","Hammel","Floyd","Johnson","3:08","D","11,836","-"
"13","13","Friday, Apr 20","boxscore","CHW","@","SEA","W","7","3","","7-6","3","2.0","Sale","Noesi","","2:45","N","19,947","+"
"14","14","Saturday, Apr 21","boxscore","CHW","@","SEA","W","4","0","","8-6","3","1.5","Humber","Beavan","","2:17","D","22,472","++"
"15","15","Sunday, Apr 22","boxscore","CHW","@","SEA","W","7","4","","9-6","2","0.5","Danks","Millwood","Santiago","2:56","D","19,975","+++"
"16","16","Monday, Apr 23","boxscore","CHW","@","OAK","W","4","0","","10-6","1","Tied","Peavy","Colon","","2:23","N","10,574","++++"
"17","17","Tuesday, Apr 24","boxscore","CHW","@","OAK","L","0","2","","10-7","1","Tied","Milone","Floyd","Balfour","2:27","N","11,184","-"
"18","18","Wednesday, Apr 25","boxscore","CHW","@","OAK","L-wo","4","5","14","10-8","1","Tied","Miller","Santiago","","3:56","D","13,032","--"
