"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"C.J. Wilson, L (2-2)","5","7","4","3","3","4","2","4.21","25","111","63","41","3","19","7","11","2","0","40","","","-0.224","0.86","-1.7"
"Yoslan Herrera","2","2","0","0","1","2","0","1.80","8","30","20","12","2","6","0","5","2","0","","0","0","0.026","0.21","0.9"
"Josh Wall","1","1","1","1","2","0","0","54.00","6","24","14","7","4","3","1","3","0","0","","0","0","-0.012","0.13","-0.5"
