"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Garrett Richards, W (4-0)","7","5","0","0","0","8","0","2.42","27","106","71","30","18","23","11","8","3","0","75","","","0.334","0.94","3.1"
"Ernesto Frieri, H (2)","1","0","0","0","0","1","0","5.19","3","8","6","2","1","3","2","0","0","0","","0","0","0.044","0.59","0.4"
"Joe Smith, S (5)","1","0","0","0","0","1","0","2.65","3","11","9","7","0","2","0","2","0","0","","0","0","0.034","0.46","0.4"
