"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Mar 31","boxscore","MIN","@","CHW","L","3","5","","0-1","4","1.0","Sale","Nolasco","Lindstrom","2:35","D","37,422","-"
"2","2","Wednesday, Apr 2","boxscore","MIN","@","CHW","L-wo","6","7","11","0-2","4","2.0","Belisario","Deduno","","4:19","D","10,625","--"
"3","3","Thursday, Apr 3","boxscore","MIN","@","CHW","W","10","9","","1-2","4","1.5","Thielbar","Lindstrom","Perkins","3:42","D","11,056","+"
"4","4","Friday, Apr 4","boxscore","MIN","@","CLE","L","2","7","","1-3","5","2.5","Outman","Pelfrey","","3:01","N","41,274","-"
"5","5","Saturday, Apr 5","boxscore","MIN","@","CLE","W","7","3","","2-3","4","2.5","Gibson","Carrasco","","2:50","D","14,153","+"
"6","6","Sunday, Apr 6","boxscore","MIN","@","CLE","W","10","7","","3-3","2","1.5","Swarzak","Wood","Perkins","3:55","D","13,104","++"
"7","7","Monday, Apr 7","boxscore","MIN","","OAK","L","3","8","","3-4","4","2.0","Kazmir","Correia","","3:05","D","35,837","-"
"8","8","Wednesday, Apr 9","boxscore","MIN","","OAK","L","4","7","11","3-5","5","2.5","Otero","Burton","","3:41","D","22,973","--"
"9","9","Thursday, Apr 10","boxscore","MIN","","OAK","L","1","6","","3-6","5","3.0","Straily","Pelfrey","","2:51","D","20,650","---"
"10","10","Friday, Apr 11","boxscore","MIN","","KCR","W","10","1","","4-6","5","2.0","Gibson","Chen","","3:13","N","24,338","+"
"11","11","Saturday, Apr 12","boxscore","MIN","","KCR","W","7","1","","5-6","4","2.0","Nolasco","Shields","","2:35","D","23,963","++"
"12","12","Sunday, Apr 13","boxscore","MIN","","KCR","W","4","3","","6-6","3","1.0","Fien","Crow","Perkins","2:47","D","20,878","+++"
"13","13","Tuesday, Apr 15","boxscore","MIN","","TOR","L","3","9","","6-7","3","1.5","Loup","Hughes","","3:31","N","21,818","-"
"14","14","Thursday, Apr 17 (1)","boxscore","MIN","","TOR","W","7","0","","7-7","2","0.5","Gibson","Dickey","","2:38","D","20,507","+"
"15","15","Thursday, Apr 17 (2)","boxscore","MIN","","TOR","W","9","5","","8-7","2","0.5","Fien","Santos","","3:37","N","20,698","++"
"16","16","Friday, Apr 18","boxscore","MIN","@","KCR","L","0","5","","8-8","3","0.5","Vargas","Nolasco","","2:39","N","21,192","-"
"17","17","Saturday, Apr 19","boxscore","MIN","@","KCR","L","4","5","","8-9","3","1.5","Chen","Correia","Holland","2:54","D","24,291","--"
"18","18","Sunday, Apr 20","boxscore","MIN","@","KCR","W","8","3","","9-9","3","1.5","Hughes","Ventura","","3:08","D","17,710","+"
"19","19","Tuesday, Apr 22","boxscore","MIN","@","TBR","L","3","7","","9-10","3","2.0","Price","Gibson","","2:53","N","11,785","-"
