"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Thursday, Apr 5","boxscore","CLE","","TOR","L","4","7","16","0-1","5","1.0","Perez","Asencio","","5:14","D","43,190","-"
"2","2","Saturday, Apr 7","boxscore","CLE","","TOR","L","4","7","12","0-2","4","2.0","Janssen","Sipp","","3:38","D","18,842","--"
"3","3","Sunday, Apr 8","boxscore","CLE","","TOR","W","4","3","","1-2","3","2.0","Lowe","Carreno","Perez","2:51","D","10,518","+"
"4","4","Monday, Apr 9","boxscore","CLE","","CHW","L","2","4","","1-3","4","2.5","Sale","Tomlin","Santiago","2:42","N","9,473","-"
"5","5","Wednesday, Apr 11","boxscore","CLE","","CHW","L","6","10","","1-4","4","3.0","Danks","Masterson","","3:04","D","9,072","--"
"6","6","Friday, Apr 13","boxscore","CLE","@","KCR","W","8","3","","2-4","4","2.5","Lowe","Hochevar","","2:39","D","40,230","+"
"7","7","Saturday, Apr 14","boxscore","CLE","@","KCR","W","11","9","10","3-4","3","2.0","Asencio","Holland","Perez","3:44","N","21,788","++"
"8","8","Sunday, Apr 15","boxscore","CLE","@","KCR","W","13","7","","4-4","3","1.5","Jimenez","Mendoza","","3:20","D","21,182","+++"
"9","9","Tuesday, Apr 17","boxscore","CLE","@","SEA","W","9","8","","5-4","2","2.0","Perez","Furbush","Perez","3:33","N","12,461","++++"
"10","10","Wednesday, Apr 18","boxscore","CLE","@","SEA","L","1","4","","5-5","3","3.0","Vargas","Lowe","League","2:47","N","11,343","-"
"11","11","Thursday, Apr 19","boxscore","CLE","@","SEA","W","2","1","","6-5","2","2.0","Tomlin","League","Perez","2:29","N","12,942","+"
"12","12","Friday, Apr 20","boxscore","CLE","@","OAK","W","4","3","","7-5","2","1.5","Jimenez","Godfrey","Perez","3:18","N","14,340","++"
"13","13","Saturday, Apr 21","boxscore","CLE","@","OAK","W","5","1","","8-5","2","1.0","Gomez","McCarthy","Perez","3:00","N","25,258","+++"
"14","14","Sunday, Apr 22","boxscore","CLE","@","OAK","L","1","5","","8-6","3","1.0","Ross","Masterson","","2:38","D","24,049","-"
"15","15","Tuesday, Apr 24","boxscore","CLE","","KCR","W","4","3","","9-6","1","Tied","Lowe","Sanchez","Perez","3:12","N","9,137","+"
"16","16","Wednesday, Apr 25","boxscore","CLE","","KCR","L","2","8","","9-7","1","Tied","Hochevar","Jimenez","","2:50","N","10,552","-"
"17","17","Thursday, Apr 26","boxscore","CLE","","KCR","L","2","4","","9-8","1","Tied","Mendoza","Tomlin","Broxton","3:00","D","9,229","--"
"18","18","Friday, Apr 27","boxscore","CLE","","LAA","W-wo","3","2","","10-8","1","up 1.0","Pestano","Carpenter","","2:54","N","12,597","+"
"19","19","Saturday, Apr 28","boxscore","CLE","","LAA","L","1","2","","10-9","1","Tied","Haren","Gomez","Downs","2:32","D","11,316","-"
"20","20","Sunday, Apr 29","boxscore","CLE","","LAA","W","4","0","","11-9","1","up 1.0","Lowe","Santana","","2:22","D","15,421","+"
