"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Apr 1","boxscore","MIN","","DET","L","2","4","","0-1","4","1.0","Verlander","Worley","Coke","3:28","D","38,282","-"
"2","2","Wednesday, Apr 3","boxscore","MIN","","DET","W-wo","3","2","","1-1","3","1.0","Perkins","Coke","","3:01","D","22,963","+"
"3","3","Thursday, Apr 4","boxscore","MIN","","DET","W","8","2","","2-1","1","Tied","Pelfrey","Porcello","","3:32","D","24,752","++"
"4","4","Friday, Apr 5","boxscore","MIN","@","BAL","L","5","9","","2-2","1","Tied","Ayala","Fien","","3:31","D","46,653","-"
"5","5","Saturday, Apr 6","boxscore","MIN","@","BAL","W","6","5","","3-2","1","Tied","Roenicke","Johnson","Perkins","3:17","N","40,704","+"
"6","6","Sunday, Apr 7","boxscore","MIN","@","BAL","W","4","3","","4-2","1","Tied","Swarzak","Hammel","Perkins","2:52","D","34,431","++"
"7","7","Monday, Apr 8","boxscore","MIN","@","KCR","L","1","3","","4-3","2","0.5","Santana","Correia","Crow","2:33","D","40,073","-"
"8","8","Tuesday, Apr 9","boxscore","MIN","@","KCR","L","4","7","","4-4","4","1.0","Guthrie","Pelfrey","Holland","2:51","N","11,697","--"
"9","9","Wednesday, Apr 10","boxscore","MIN","@","KCR","L","0","3","","4-5","4","2.0","Davis","Hendriks","Herrera","3:02","N","10,069","---"
"10","10","Friday, Apr 12","boxscore","MIN","","NYM","L","5","16","","4-6","4","2.0","Niese","Worley","","3:24","N","23,735","----"
"11","11","Saturday, Apr 13","boxscore","MIN","","NYM","L","2","4","","4-7","4","2.0","Harvey","Diamond","Parnell","2:40","D","28,804","-----"
"12","12","Monday, Apr 15","boxscore","MIN","","LAA","W","8","2","","5-7","4","2.0","Correia","Blanton","","2:49","N","23,535","+"
"13","13","Tuesday, Apr 16","boxscore","MIN","","LAA","W","8","6","","6-7","3","2.0","Pelfrey","Vargas","Perkins","3:30","N","23,299","++"
"14","14","Saturday, Apr 20","boxscore","MIN","@","CHW","W","2","1","10","7-7","3","0.5","Fien","Santiago","Perkins","3:34","D","22,417","+++"
"15","15","Sunday, Apr 21","boxscore","MIN","@","CHW","W","5","3","","8-7","2","1.0","Diamond","Lindstrom","Perkins","2:59","D","19,587","++++"
"16","16","Tuesday, Apr 23 (1)","boxscore","MIN","","MIA","W","4","3","","9-7","2","1.0","Correia","Fernandez","Perkins","2:26","D","25,716","+++++"
"17","17","Tuesday, Apr 23 (2)","boxscore","MIN","","MIA","L","5","8","","9-8","2","1.0","Nolasco","Pelfrey","Cishek","3:41","N","23,300","-"
"18","18","Thursday, Apr 25","boxscore","MIN","","TEX","L","1","2","","9-9","2","1.5","Tepesch","Worley","Nathan","2:53","N","25,459","--"
"19","19","Friday, Apr 26","boxscore","MIN","","TEX","L","3","4","","9-10","3","2.0","Grimm","Diamond","Nathan","2:46","N","27,404","---"
"20","20","Saturday, Apr 27","boxscore","MIN","","TEX","W","7","2","","10-10","3","2.0","Hernandez","Holland","","2:51","D","37,503","+"
"21","21","Sunday, Apr 28","boxscore","MIN","","TEX","W","5","0","","11-10","3","1.5","Correia","Ogando","","2:35","D","35,751","++"
"22","22","Monday, Apr 29","boxscore","MIN","@","DET","L","3","4","","11-11","3","2.0","Scherzer","Pelfrey","Benoit","2:47","N","29,878","-"
"23","23","Tuesday, Apr 30","boxscore","MIN","@","DET","L","1","6","","11-12","3","3.0","Verlander","Worley","","2:53","N","31,748","--"
"24","24","Wednesday, May 1","boxscore","MIN","@","DET","W","6","2","","12-12","3","2.5","Diamond","Sanchez","","2:54","D","36,028","+"
"25","25","Friday, May 3","boxscore","MIN","@","CLE","L-wo","6","7","10","12-13","4","3.5","Perez","Fien","","3:26","N","20,200","-"
"26","26","Saturday, May 4","boxscore","MIN","@","CLE","L","3","7","","12-14","4","4.5","Kazmir","Correia","","2:51","D","17,830","--"
"27","27","Sunday, May 5","boxscore","MIN","@","CLE","W","4","2","","13-14","4","4.5","Pelfrey","Kluber","Perkins","2:59","D","14,015","+"
"28","28","Monday, May 6","boxscore","MIN","@","BOS","L-wo","5","6","11","13-15","4","5.0","Mortensen","Burton","","4:44","N","31,088","-"
"29","29","Tuesday, May 7","boxscore","MIN","@","BOS","W","6","1","","14-15","4","4.5","Diamond","Dempster","","3:01","N","30,549","+"
"30","30","Wednesday, May 8","boxscore","MIN","@","BOS","W","15","8","","15-15","4","3.5","Pressly","Webster","","3:42","N","29,969","++"
"31","31","Thursday, May 9","boxscore","MIN","@","BOS","W","5","3","","16-15","4","2.5","Correia","Lackey","Perkins","3:04","N","31,571","+++"
"32","32","Friday, May 10","boxscore","MIN","","BAL","L","6","9","10","16-16","4","3.5","Hunter","Swarzak","Johnson","3:38","N","31,360","-"
"33","33","Saturday, May 11","boxscore","MIN","","BAL","W","8","5","","17-16","4","2.5","Worley","Johnson","Burton","2:45","N","32,221","+"
"34","34","Sunday, May 12","boxscore","MIN","","BAL","L","0","6","","17-17","4","2.5","Chen","Diamond","","2:55","D","34,320","-"
"35","35","Monday, May 13","boxscore","MIN","","CHW","W","10","3","","18-17","4","2.5","Hernandez","Santiago","","2:51","N","25,605","+"
"36","36","Tuesday, May 14","boxscore","MIN","","CHW","L","2","4","","18-18","4","3.5","Peavy","Correia","Reed","2:44","N","32,023","-"
"37","37","Wednesday, May 15","boxscore","MIN","","CHW","L","4","9","","18-19","4","3.5","Axelrod","Pelfrey","","3:26","D","35,613","--"
"38","38","Friday, May 17","boxscore","MIN","","BOS","L","2","3","10","18-20","4","4.0","Wilson","Roenicke","Uehara","3:24","N","30,210","---"
"39","39","Saturday, May 18","boxscore","MIN","","BOS","L","5","12","","18-21","4","5.0","Breslow","Diamond","","3:53","N","36,967","----"
"40","40","Sunday, May 19","boxscore","MIN","","BOS","L","1","5","","18-22","4","6.0","Lackey","Hernandez","","3:15","D","33,042","-----"
