"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Trevor Bauer, L (8-6)","4","7","5","5","2","5","2","4.03","22","83","52","29","13","10","8","7","2","0","31","","","-0.268","0.85","-3.1"
"Jeff Manship","2","1","0","0","0","2","0","0.90","7","24","15","9","3","3","3","2","2","0","","0","0","0.015","0.14","0.9"
"Austin Adams","0.2","1","0","0","2","0","0","2.87","5","21","10","8","1","1","3","0","0","0","","0","0","-0.002","0.07","-0.3"
"Kyle Crockett","0.1","0","0","0","0","0","0","0.00","1","3","1","1","0","0","1","0","0","0","","3","0","0.007","0.30","0.7"
"Ryan Webb","1","1","1","0","1","0","0","2.73","4","19","10","7","0","3","3","0","0","0","","0","0","-0.005","0.05","-0.5"
