"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Danny Salazar, L (11-7)","4.2","8","5","4","0","6","2","3.30","23","100","68","43","13","12","4","13","5","0","36","","","-0.345","0.52","-2.8"
"Austin Adams","1.1","0","0","0","0","1","0","3.76","4","15","10","6","2","2","2","1","1","0","","1","0","0.014","0.14","0.7"
"Ryan Webb","1","2","0","0","0","2","0","2.40","5","18","12","8","2","2","3","0","0","0","","0","0","0.006","0.09","0.5"
"Jeff Manship","1","3","1","1","0","0","0","1.57","5","17","12","9","0","3","2","3","3","0","","0","0","-0.012","0.10","-0.5"
